Company|^|Reference ID Company|^|Verification Status|^|Verification Number|^|Verification Date|^|Accounting Date for Operational Transaction|^|Cost Center|^|Supplier|^|Trans Detail|^|Line Description|^|Spend Category|^|Purchase Order|^|Trans Status|^|Line Split|^|Line Amount|^|Supplier Contract
"Western Governors University"|^|"WGU"|^|"Approved"|^|"PC-10012611"|^|"2025-04-23-07:00"|^|"2025-05-01-07:00"|^|"1402 Academic Engagement"|^|""|^|"04/10/2025 MARRIOTT AUSTIN SOUT (532.25) USD"|^|"Austin Marriott - AcE Q3 QBRs Room Rental Fee Refund"|^|"Meeting Room Fees"|^|""|^|"Approved"|^|"0"|^|"-532.25"|^|""
"Western Governors University"|^|"WGU"|^|"Approved"|^|"PC-10012611"|^|"2025-04-23-07:00"|^|"2025-05-01-07:00"|^|"1402 Academic Engagement"|^|""|^|"04/13/2025 DD *DOORDASH PANERAB (37.40) USD"|^|"Order CANCELLED - L. Harrison Day 3 - Bereavement Support Family Meal"|^|"Miscellaneous Expenses"|^|""|^|"Approved"|^|"0"|^|"-37.4"|^|""
"Western Governors University"|^|"WGU"|^|"Approved"|^|"PC-10012611"|^|"2025-04-23-07:00"|^|"2025-05-01-07:00"|^|"1402 Academic Engagement"|^|""|^|"04/14/2025 WM SUPERCENTER #1253 89.22 USD"|^|"Q3 QBRs meeting refreshments"|^|"Meeting Food & Beverage"|^|""|^|"Approved"|^|"0"|^|"89.22"|^|""
"Western Governors University"|^|"WGU"|^|"Approved"|^|"PC-10012611"|^|"2025-04-23-07:00"|^|"2025-05-01-07:00"|^|"1402 Academic Engagement"|^|""|^|"04/16/2025 WM SUPERCENTER #5449 25.29 USD"|^|"Certificate Holders - AcE Department Award"|^|"Office Supplies"|^|""|^|"Approved"|^|"0"|^|"25.29"|^|""
"Western Governors University"|^|"WGU"|^|"Approved"|^|"PC-10012611"|^|"2025-04-23-07:00"|^|"2025-05-01-07:00"|^|"1402 Academic Engagement"|^|""|^|"04/12/2025 AMAZON MKTPL*BO02N3H 75.00 USD"|^|"Amazon - Credit Card personal purchase error"|^|"Personal Expense"|^|""|^|"Approved"|^|"0"|^|"75"|^|""
"Western Governors University"|^|"WGU"|^|"Approved"|^|"PC-10012611"|^|"2025-04-23-07:00"|^|"2025-05-01-07:00"|^|"1402 Academic Engagement"|^|""|^|"04/16/2025 NATIONAL CAR RENTAL 253.30 USD"|^|"AcE Q3 QBRs - ground transportation"|^|"Rental Car Fees & Fuel"|^|""|^|"Approved"|^|"0"|^|"253.3"|^|""
"Western Governors University"|^|"WGU"|^|"Approved"|^|"PC-10012611"|^|"2025-04-23-07:00"|^|"2025-05-01-07:00"|^|"1402 Academic Engagement"|^|""|^|"04/09/2025 MARRIOTT AUSTIN SOUT 4,452.56 USD"|^|"AcE Department Q3 QBRs - Hotel Master & Meeting Room"|^|"Meeting Room Fees"|^|""|^|"Approved"|^|"0"|^|"4452.56"|^|""
"Western Governors University"|^|"WGU"|^|"Approved"|^|"PC-10012611"|^|"2025-04-23-07:00"|^|"2025-05-01-07:00"|^|"1402 Academic Engagement"|^|""|^|"04/09/2025 CRAIGOS PIZZA & PAST 24.01 USD"|^|"Bereavement Support - Lorna Harrison"|^|"Miscellaneous Expenses"|^|""|^|"Approved"|^|"0"|^|"24.01"|^|""
"Western Governors University"|^|"WGU"|^|"Approved"|^|"PC-10012613"|^|"2025-04-23-07:00"|^|"2025-05-01-07:00"|^|"1312 Strategic Partnerships"|^|""|^|"04/18/2025 FEDEX35915975 197.99 USD"|^|""|^|"Postage & Shipping"|^|""|^|"Approved"|^|"0"|^|"197.99"|^|""
"WGU Labs"|^|"WGULABS"|^|"Approved"|^|"PC-10012616"|^|"2025-04-23-07:00"|^|"2025-05-01-07:00"|^|"1506 WGU Labs - Admin/Sales"|^|""|^|"04/01/2025 GOOGLE *GSUITE_WGULA 786.84 USD"|^|"Google Workspace"|^|"Corporate Memberships, Subscriptions & Dues"|^|""|^|"Approved"|^|"0"|^|"786.84"|^|""
"WGU Labs"|^|"WGULABS"|^|"Approved"|^|"PC-10012616"|^|"2025-04-23-07:00"|^|"2025-05-01-07:00"|^|"1506 WGU Labs - Admin/Sales"|^|""|^|"04/06/2025 CALENDLY 680.00 USD"|^|"Calendly April 2025"|^|"Corporate Memberships, Subscriptions & Dues"|^|""|^|"Approved"|^|"0"|^|"680"|^|""
"WGU Labs"|^|"WGULABS"|^|"Approved"|^|"PC-10012616"|^|"2025-04-23-07:00"|^|"2025-05-01-07:00"|^|"1506 WGU Labs - Admin/Sales"|^|""|^|"04/04/2025 HUBSPOT INC. 2,027.04 USD"|^|"Hubspot April 2025"|^|"Corporate Memberships, Subscriptions & Dues"|^|""|^|"Approved"|^|"0"|^|"2027.04"|^|""
"WGU Labs"|^|"WGULABS"|^|"Approved"|^|"PC-10012616"|^|"2025-04-23-07:00"|^|"2025-05-01-07:00"|^|"1506 WGU Labs - Admin/Sales"|^|""|^|"04/10/2025 AMAZON MKTPL*MG7SQ17 17.15 USD"|^|"Name Tag Holders - AI Hackathon 2025"|^|"Office Supplies"|^|""|^|"Approved"|^|"0"|^|"17.15"|^|""
"WGU Labs"|^|"WGULABS"|^|"Approved"|^|"PC-10012616"|^|"2025-04-23-07:00"|^|"2025-05-01-07:00"|^|"1506 WGU Labs - Admin/Sales"|^|""|^|"04/09/2025 1PASSWORD 2.37 USD"|^|"1Password April 2025"|^|"Corporate Memberships, Subscriptions & Dues"|^|""|^|"Approved"|^|"0"|^|"2.37"|^|""
"WGU Labs"|^|"WGULABS"|^|"Approved"|^|"PC-10012616"|^|"2025-04-23-07:00"|^|"2025-05-01-07:00"|^|"1506 WGU Labs - Admin/Sales"|^|""|^|"04/02/2025 SMITHS FOOD #4133 4.10 USD"|^|"Jason Levin Ibuprofen for office"|^|"Office Supplies"|^|""|^|"Approved"|^|"0"|^|"4.1"|^|""
"WGU Labs"|^|"WGULABS"|^|"Approved"|^|"PC-10012616"|^|"2025-04-23-07:00"|^|"2025-05-01-07:00"|^|"1506 WGU Labs - Admin/Sales"|^|""|^|"04/07/2025 AMAZON MKTPL*CD79U65 61.06 USD"|^|"Amazon AI Hackathon Supplies"|^|"Office Supplies"|^|""|^|"Approved"|^|"0"|^|"61.06"|^|""
"WGU Labs"|^|"WGULABS"|^|"Approved"|^|"PC-10012616"|^|"2025-04-23-07:00"|^|"2025-05-01-07:00"|^|"1506 WGU Labs - Admin/Sales"|^|""|^|"04/10/2025 AMAZON MKTPL*NC4JY0Y 67.56 USD"|^|"Amazon - Screen Protector Stacee Pratt"|^|"Office Supplies"|^|""|^|"Approved"|^|"0"|^|"67.56"|^|""
"WGU Labs"|^|"WGULABS"|^|"Approved"|^|"PC-10012616"|^|"2025-04-23-07:00"|^|"2025-05-01-07:00"|^|"1506 WGU Labs - Admin/Sales"|^|""|^|"04/02/2025 AMAZON MKTPL*986NQ8Z 40.35 USD"|^|"Amazon AI Hackathon Supplies"|^|"Office Supplies"|^|""|^|"Approved"|^|"0"|^|"40.35"|^|""
"WGU Labs"|^|"WGULABS"|^|"Approved"|^|"PC-10012616"|^|"2025-04-23-07:00"|^|"2025-05-01-07:00"|^|"1506 WGU Labs - Admin/Sales"|^|""|^|"04/17/2025 VISTAPRINT 647.02 USD"|^|"AI Hackathon Captain Bags"|^|"Office Supplies"|^|""|^|"Approved"|^|"0"|^|"647.02"|^|""
"WGU Labs"|^|"WGULABS"|^|"Approved"|^|"PC-10012616"|^|"2025-04-23-07:00"|^|"2025-05-01-07:00"|^|"1506 WGU Labs - Admin/Sales"|^|""|^|"04/01/2025 OPENAI *CHATGPT SUBS 1,156.64 USD"|^|"ChatGPT WGU Labs"|^|"Software"|^|""|^|"Approved"|^|"0"|^|"1156.64"|^|""
"WGU Labs"|^|"WGULABS"|^|"Approved"|^|"PC-10012616"|^|"2025-04-23-07:00"|^|"2025-05-01-07:00"|^|"1516 WGU Labs - Accelerator"|^|""|^|"04/07/2025 OPENAI *CHATGPT SUBS 214.50 USD"|^|"ChatGPT Pro - David Politis"|^|"Software"|^|""|^|"Approved"|^|"0"|^|"214.5"|^|""
"WGU Labs"|^|"WGULABS"|^|"Approved"|^|"PC-10012616"|^|"2025-04-23-07:00"|^|"2025-05-01-07:00"|^|"1516 WGU Labs - Accelerator"|^|""|^|"04/09/2025 OPENAI 107.25 USD"|^|"ChatGPT API"|^|"Software"|^|""|^|"Approved"|^|"0"|^|"107.25"|^|""
"WGU Labs"|^|"WGULABS"|^|"Approved"|^|"PC-10012616"|^|"2025-04-23-07:00"|^|"2025-05-01-07:00"|^|"1516 WGU Labs - Accelerator"|^|""|^|"04/08/2025 CURIO HOTELS 1,059.42 USD"|^|"Hotel Stay for Erica Roberts-Pitch Competition ASU-GSV 2025"|^|"Lodging (Hotel, Motel, Etc)"|^|""|^|"Approved"|^|"0"|^|"1059.42"|^|""
"WGU Labs"|^|"WGULABS"|^|"Approved"|^|"PC-10012616"|^|"2025-04-23-07:00"|^|"2025-05-01-07:00"|^|"1516 WGU Labs - Accelerator"|^|""|^|"04/09/2025 CURIO HOTELS 1,589.13 USD"|^|"Hotel Stay for Yoonseok Yang-Pitch Competition ASU-GSV 2025"|^|"Lodging (Hotel, Motel, Etc)"|^|""|^|"Approved"|^|"0"|^|"1589.13"|^|""
"WGU Labs"|^|"WGULABS"|^|"Approved"|^|"PC-10012616"|^|"2025-04-23-07:00"|^|"2025-05-01-07:00"|^|"1516 WGU Labs - Accelerator"|^|""|^|"04/09/2025 CURIO HOTELS 1,589.13 USD"|^|"Hotel Stay for Allyson Lowe-Pitch Competition ASU-GSV 2025"|^|"Lodging (Hotel, Motel, Etc)"|^|""|^|"Approved"|^|"0"|^|"1589.13"|^|""
"WGU Labs"|^|"WGULABS"|^|"Approved"|^|"PC-10012616"|^|"2025-04-23-07:00"|^|"2025-05-01-07:00"|^|"1516 WGU Labs - Accelerator"|^|""|^|"04/12/2025 ANTHROPIC: CLAUDE TE 193.05 USD"|^|"Claude AI April 2025"|^|"Software"|^|""|^|"Approved"|^|"0"|^|"193.05"|^|""
"WGU Labs"|^|"WGULABS"|^|"Approved"|^|"PC-10012616"|^|"2025-04-23-07:00"|^|"2025-05-01-07:00"|^|"1516 WGU Labs - Accelerator"|^|""|^|"04/09/2025 CURIO HOTELS 1,589.13 USD"|^|"Hotel Stay for Mark Neufel Pitch Competition ASU-GSV 2025"|^|"Lodging (Hotel, Motel, Etc)"|^|""|^|"Approved"|^|"0"|^|"1589.13"|^|""
"WGU Labs"|^|"WGULABS"|^|"Approved"|^|"PC-10012616"|^|"2025-04-23-07:00"|^|"2025-05-01-07:00"|^|"1516 WGU Labs - Accelerator"|^|""|^|"04/09/2025 CURIO HOTELS 1,589.13 USD"|^|"Hotel Stay Gina Del Carlo-Pitch Competition ASU-GSV 2025"|^|"Lodging (Hotel, Motel, Etc)"|^|""|^|"Approved"|^|"0"|^|"1589.13"|^|""
"WGU Labs"|^|"WGULABS"|^|"Approved"|^|"PC-10012616"|^|"2025-04-23-07:00"|^|"2025-05-01-07:00"|^|"1516 WGU Labs - Accelerator"|^|""|^|"04/13/2025 OPENAI *CHATGPT SUBS 214.50 USD"|^|"ChatGPT Pro Cory Hammon"|^|"Software"|^|""|^|"Approved"|^|"0"|^|"214.5"|^|""
"WGU Labs"|^|"WGULABS"|^|"Approved"|^|"PC-10012616"|^|"2025-04-23-07:00"|^|"2025-05-01-07:00"|^|"1518 WGU Labs - Product"|^|"Tango Card Inc"|^|"04/04/2025 TANGO CARD 289.80 USD"|^|"Tango Cards - LDA User Testing Incentives"|^|"Market Research"|^|""|^|"Approved"|^|"0"|^|"289.8"|^|""
"WGU Labs"|^|"WGULABS"|^|"Approved"|^|"PC-10012616"|^|"2025-04-23-07:00"|^|"2025-05-01-07:00"|^|"1518 WGU Labs - Product"|^|"Tango Card Inc"|^|"04/11/2025 TANGO CARD 414.00 USD"|^|"Tango LDA User Testing"|^|"Market Research"|^|""|^|"Approved"|^|"0"|^|"414"|^|""
"WGU Labs"|^|"WGULABS"|^|"Approved"|^|"PC-10012616"|^|"2025-04-23-07:00"|^|"2025-05-01-07:00"|^|"1526 WGU Labs - Comms"|^|""|^|"04/14/2025 THE HECHINGER REPORT 10.53 USD"|^|"Hechinger Report Donation April 2025"|^|"Corporate Memberships, Subscriptions & Dues"|^|""|^|"Approved"|^|"0"|^|"10.53"|^|""
"WGU Labs"|^|"WGULABS"|^|"Approved"|^|"PC-10012616"|^|"2025-04-23-07:00"|^|"2025-05-01-07:00"|^|"1526 WGU Labs - Comms"|^|""|^|"04/02/2025 FSP*ASSOCIATION FOR 1,165.00 USD"|^|"Jason Levin Air Forum Conference Registration"|^|"Seminar & Conference Fees"|^|""|^|"Approved"|^|"0"|^|"1165"|^|""
"WGU Labs"|^|"WGULABS"|^|"Approved"|^|"PC-10012617"|^|"2025-04-23-07:00"|^|"2025-05-01-07:00"|^|"1516 WGU Labs - Accelerator"|^|""|^|"04/13/2025 OPENAI *CHATGPT SUBS 214.50 USD"|^|"ChatGPT Pro Agueda Mija Chavez"|^|"Software"|^|""|^|"Approved"|^|"0"|^|"214.5"|^|""
"WGU Labs"|^|"WGULABS"|^|"Approved"|^|"PC-10012618"|^|"2025-04-23-07:00"|^|"2025-05-01-07:00"|^|"1516 WGU Labs - Accelerator"|^|""|^|"04/13/2025 OPENAI *CHATGPT SUBS 214.50 USD"|^|"ChatGPT Pro Angela Lankford"|^|"Software"|^|""|^|"Approved"|^|"0"|^|"214.5"|^|""
"WGU Corporation"|^|"WGUCORP"|^|"Approved"|^|"PC-10012650"|^|"2025-04-28-07:00"|^|"2025-05-01-07:00"|^|"1219 Infrastructure Operations"|^|"Genesys Cloud Services, Inc."|^|"04/22/2025 GENESYS TELECOMMUNIC 1,196.00 USD"|^|"Jon Damron Genesys Conference"|^|"Seminar & Conference Fees"|^|""|^|"Approved"|^|"0"|^|"1196"|^|""
"WGU Corporation"|^|"WGUCORP"|^|"Approved"|^|"PC-10012650"|^|"2025-04-28-07:00"|^|"2025-05-01-07:00"|^|"1219 Infrastructure Operations"|^|"Genesys Cloud Services, Inc."|^|"04/22/2025 GENESYS TELECOMMUNIC 1,196.00 USD"|^|"Meg Luong Genesys Conf"|^|"Seminar & Conference Fees"|^|""|^|"Approved"|^|"0"|^|"1196"|^|""
"WGU Corporation"|^|"WGUCORP"|^|"Approved"|^|"PC-10012650"|^|"2025-04-28-07:00"|^|"2025-05-01-07:00"|^|"1219 Infrastructure Operations"|^|"Genesys Cloud Services, Inc."|^|"04/22/2025 GENESYS TELECOMMUNIC 1,196.00 USD"|^|"Chris Layton Genesys Conference"|^|"Seminar & Conference Fees"|^|""|^|"Approved"|^|"0"|^|"1196"|^|""
"WGU Corporation"|^|"WGUCORP"|^|"Approved"|^|"PC-10012650"|^|"2025-04-28-07:00"|^|"2025-05-01-07:00"|^|"1219 Infrastructure Operations"|^|"Genesys Cloud Services, Inc."|^|"04/22/2025 GENESYS TELECOMMUNIC 1,196.00 USD"|^|"Cody Bauman Genesys Conference"|^|"Seminar & Conference Fees"|^|""|^|"Approved"|^|"0"|^|"1196"|^|""
"WGU Corporation"|^|"WGUCORP"|^|"Approved"|^|"PC-10012650"|^|"2025-04-28-07:00"|^|"2025-05-01-07:00"|^|"1219 Infrastructure Operations"|^|"Genesys Cloud Services, Inc."|^|"04/11/2025 GENESYS TELECOMMUNIC 1,495.00 USD"|^|"Jason Shafer Genesys Conference"|^|"Seminar & Conference Fees"|^|""|^|"Approved"|^|"0"|^|"1495"|^|""
"WGU Corporation"|^|"WGUCORP"|^|"Approved"|^|"PC-10012651"|^|"2025-04-28-07:00"|^|"2025-05-01-07:00"|^|"1760 Craft (WGUC)"|^|""|^|"04/21/2025 VISTAPRINT 32.83 USD"|^|""|^|"Promotional Items"|^|""|^|"Approved"|^|"0"|^|"32.83"|^|""
"WGU Corporation"|^|"WGUCORP"|^|"Approved"|^|"PC-10012651"|^|"2025-04-28-07:00"|^|"2025-05-01-07:00"|^|"1760 Craft (WGUC)"|^|""|^|"04/24/2025 THE UPS STORE 3344 77.98 USD"|^|""|^|"Postage & Shipping"|^|""|^|"Approved"|^|"0"|^|"77.98"|^|""
"Western Governors University"|^|"WGU"|^|"Approved"|^|"PC-10012665"|^|"2025-04-29-07:00"|^|"2025-05-01-07:00"|^|"1312 Strategic Partnerships"|^|""|^|"04/24/2025 AUSA (5,067.96) USD"|^|""|^|"Seminar & Conference Fees"|^|""|^|"Approved"|^|"0"|^|"-5067.96"|^|""
"Western Governors University"|^|"WGU"|^|"Approved"|^|"PC-10012667"|^|"2025-04-30-07:00"|^|"2025-05-01-07:00"|^|"1312 Strategic Partnerships"|^|""|^|"04/25/2025 FEDEX36159422 61.16 USD"|^|""|^|"Postage & Shipping"|^|""|^|"Approved"|^|"0"|^|"61.16"|^|""
"WGU Academy"|^|"WGUACAD"|^|"Approved"|^|"PC-10012671"|^|"2025-04-30-07:00"|^|"2025-05-01-07:00"|^|"1513 Academy Heads"|^|""|^|"04/02/2025 ELLACARD.COM 10.00 USD"|^|""|^|"Employee Relations and Recognition"|^|""|^|"Approved"|^|"0"|^|"10"|^|""
"WGU Academy"|^|"WGUACAD"|^|"Approved"|^|"PC-10012671"|^|"2025-04-30-07:00"|^|"2025-05-01-07:00"|^|"1513 Academy Heads"|^|""|^|"03/09/2025 OPENAI *CHATGPT SUBS 21.45 USD"|^|""|^|"Employee Memberships, Subscriptions & Dues"|^|""|^|"Approved"|^|"0"|^|"21.45"|^|""
"WGU Academy"|^|"WGUACAD"|^|"Approved"|^|"PC-10012671"|^|"2025-04-30-07:00"|^|"2025-05-01-07:00"|^|"1513 Academy Heads"|^|""|^|"03/06/2025 HILTON AUS DWNTWN CO (56.52) USD"|^|""|^|"Lodging (Hotel, Motel, Etc)"|^|""|^|"Approved"|^|"0"|^|"-56.52"|^|""
"WGU Academy"|^|"WGUACAD"|^|"Approved"|^|"PC-10012671"|^|"2025-04-30-07:00"|^|"2025-05-01-07:00"|^|"1513 Academy Heads"|^|""|^|"03/05/2025 SLC AIRPORT PARKING 150.00 USD"|^|""|^|"Parking & Tolls"|^|""|^|"Approved"|^|"0"|^|"150"|^|""
"WGU Academy"|^|"WGUACAD"|^|"Approved"|^|"PC-10012671"|^|"2025-04-30-07:00"|^|"2025-05-01-07:00"|^|"1513 Academy Heads"|^|""|^|"03/04/2025 VERDAD TRUE MODERN M 178.05 USD"|^|""|^|"Food - Out-of-Town Travel"|^|""|^|"Approved"|^|"0"|^|"178.05"|^|""
"WGU Academy"|^|"WGUACAD"|^|"Approved"|^|"PC-10012671"|^|"2025-04-30-07:00"|^|"2025-05-01-07:00"|^|"1513 Academy Heads"|^|""|^|"03/27/2025 GOOGLE *YOUTUBEPREMI 15.03 USD"|^|""|^|"Employee Memberships, Subscriptions & Dues"|^|""|^|"Approved"|^|"0"|^|"15.03"|^|""
