Company|^|Reference ID Company|^|Verification Status|^|Verification Number|^|Verification Date|^|Accounting Date for Operational Transaction|^|Cost Center|^|Supplier|^|Trans Detail|^|Line Description|^|Spend Category|^|Purchase Order|^|Trans Status|^|Line Split|^|Line Amount|^|Supplier Contract
"WGU Corporation"|^|"WGUCORP"|^|"Approved"|^|"PC-10011928"|^|"2025-01-29-08:00"|^|"2025-02-01-08:00"|^|"1502 WGU Advancement (WGUC)"|^|""|^|"01/24/2025 MOCKINGBIRD LANE FLO 1,315.00 USD"|^|"Floral for Dallas Event"|^|"Meeting Equipment & Supplies"|^|""|^|"Approved"|^|"0"|^|"1315"|^|""
"WGU Corporation"|^|"WGUCORP"|^|"Approved"|^|"PC-10011934"|^|"2025-01-30-08:00"|^|"2025-02-01-08:00"|^|"1115 Facilities Management"|^|""|^|"01/23/2025 PERFORMANCE 631.51 USD"|^|"Custom Audio Cables"|^|"Audio / Visual Equipment"|^|""|^|"Approved"|^|"0"|^|"631.51"|^|""
"WGU Corporation"|^|"WGUCORP"|^|"Approved"|^|"PC-10011934"|^|"2025-01-30-08:00"|^|"2025-02-01-08:00"|^|"1115 Facilities Management"|^|""|^|"01/21/2025 AMAZON MARK* ZC5F05T 163.80 USD"|^|"Tire Inflator"|^|"Lab Equipment"|^|""|^|"Approved"|^|"0"|^|"163.8"|^|""
"WGU Corporation"|^|"WGUCORP"|^|"Approved"|^|"PC-10011934"|^|"2025-01-30-08:00"|^|"2025-02-01-08:00"|^|"1115 Facilities Management"|^|""|^|"01/21/2025 AMAZON MARK* ZC4FX2J 17.08 USD"|^|"RS-232 Connectors"|^|"Audio / Visual Equipment"|^|""|^|"Approved"|^|"0"|^|"17.08"|^|""
"WGU Corporation"|^|"WGUCORP"|^|"Approved"|^|"PC-10011934"|^|"2025-01-30-08:00"|^|"2025-02-01-08:00"|^|"1115 Facilities Management"|^|""|^|"01/17/2025 GIH*GLOBALINDUSTRIAL 1,861.16 USD"|^|"Floor Cleaning and Garbage Cans"|^|"Lab Equipment"|^|""|^|"Approved"|^|"0"|^|"1861.16"|^|""
"WGU Corporation"|^|"WGUCORP"|^|"Approved"|^|"PC-10011934"|^|"2025-01-30-08:00"|^|"2025-02-01-08:00"|^|"1115 Facilities Management"|^|""|^|"01/21/2025 SNPO 408.37 USD"|^|"Cables and AV Equipment"|^|"Audio / Visual Equipment"|^|""|^|"Approved"|^|"0"|^|"408.37"|^|""
"WGU Corporation"|^|"WGUCORP"|^|"Approved"|^|"PC-10011934"|^|"2025-01-30-08:00"|^|"2025-02-01-08:00"|^|"1115 Facilities Management"|^|""|^|"01/21/2025 SNPO 410.13 USD"|^|"Wattbox and Cables"|^|"Audio / Visual Equipment"|^|""|^|"Approved"|^|"0"|^|"410.13"|^|""
"WGU Corporation"|^|"WGUCORP"|^|"Approved"|^|"PC-10011934"|^|"2025-01-30-08:00"|^|"2025-02-01-08:00"|^|"1115 Facilities Management"|^|""|^|"01/27/2025 AMAZON MARK* ZC4000T 113.56 USD"|^|"Signage Player SD Cards"|^|"Audio / Visual Equipment"|^|""|^|"Approved"|^|"0"|^|"113.56"|^|""
"WGU Corporation"|^|"WGUCORP"|^|"Approved"|^|"PC-10011934"|^|"2025-01-30-08:00"|^|"2025-02-01-08:00"|^|"1115 Facilities Management"|^|""|^|"01/25/2025 THE HOME DEPOT #2018 314.14 USD"|^|"Pole Mount Paint Magnets"|^|"Lab Equipment"|^|""|^|"Approved"|^|"0"|^|"314.14"|^|""
"WGU Corporation"|^|"WGUCORP"|^|"Approved"|^|"PC-10011934"|^|"2025-01-30-08:00"|^|"2025-02-01-08:00"|^|"1115 Facilities Management"|^|""|^|"01/20/2025 THE HOME DEPOT #2011 32.07 USD"|^|"Dust Mop"|^|"Lab Equipment"|^|""|^|"Approved"|^|"0"|^|"32.07"|^|""
"WGU Corporation"|^|"WGUCORP"|^|"Approved"|^|"PC-10011934"|^|"2025-01-30-08:00"|^|"2025-02-01-08:00"|^|"1115 Facilities Management"|^|""|^|"01/17/2025 THE HOME DEPOT #2018 56.38 USD"|^|"Cleaning Supplies"|^|"Lab Equipment"|^|""|^|"Approved"|^|"0"|^|"56.38"|^|""
"WGU Corporation"|^|"WGUCORP"|^|"Approved"|^|"PC-10011934"|^|"2025-01-30-08:00"|^|"2025-02-01-08:00"|^|"1115 Facilities Management"|^|""|^|"01/21/2025 THE HOME DEPOT #2011 58.29 USD"|^|"Motion Sensor Switch"|^|"Lab Equipment"|^|""|^|"Approved"|^|"0"|^|"58.29"|^|""
"WGU Corporation"|^|"WGUCORP"|^|"Approved"|^|"PC-10011934"|^|"2025-01-30-08:00"|^|"2025-02-01-08:00"|^|"1115 Facilities Management"|^|""|^|"01/24/2025 B&H PHOTO 800-606-69 171.16 USD"|^|"Headphone Adapter/Amplifiers"|^|"Audio / Visual Equipment"|^|""|^|"Approved"|^|"0"|^|"171.16"|^|""
"WGU Corporation"|^|"WGUCORP"|^|"Approved"|^|"PC-10011935"|^|"2025-01-30-08:00"|^|"2025-02-01-08:00"|^|"1115 Facilities Management"|^|""|^|"01/18/2025 OPENAI *CHATGPT SUBS 21.45 USD"|^|"Chat GPT Subscription"|^|"Corporate Memberships, Subscriptions & Dues"|^|""|^|"Approved"|^|"0"|^|"21.45"|^|""
"WGU Corporation"|^|"WGUCORP"|^|"Approved"|^|"PC-10011935"|^|"2025-01-30-08:00"|^|"2025-02-01-08:00"|^|"1115 Facilities Management"|^|""|^|"01/20/2025 CLOUD COVER MUSIC 29.81 USD"|^|"Background Music Subscription"|^|"Corporate Memberships, Subscriptions & Dues"|^|""|^|"Approved"|^|"0"|^|"29.81"|^|""
"WGU Corporation"|^|"WGUCORP"|^|"Approved"|^|"PC-10011935"|^|"2025-01-30-08:00"|^|"2025-02-01-08:00"|^|"1115 Facilities Management"|^|""|^|"12/31/2024 CAP CORNER GUARDS .C 315.65 USD"|^|"Corner Guards for Cafe"|^|"Equipment Repairs & Maintenance"|^|""|^|"Approved"|^|"0"|^|"315.65"|^|""
"WGU Corporation"|^|"WGUCORP"|^|"Approved"|^|"PC-10011935"|^|"2025-01-30-08:00"|^|"2025-02-01-08:00"|^|"1115 Facilities Management"|^|""|^|"01/22/2025 CLOUD COVER MUSIC 116.50 USD"|^|"Cloud Box for IND Lab"|^|"Audio / Visual Equipment"|^|""|^|"Approved"|^|"0"|^|"116.5"|^|""
"WGU Corporation"|^|"WGUCORP"|^|"Approved"|^|"PC-10011935"|^|"2025-01-30-08:00"|^|"2025-02-01-08:00"|^|"1115 Facilities Management"|^|""|^|"01/25/2025 ADOBE  *ADOBE 85.95 USD"|^|"Stock Photo Subscription"|^|"Corporate Memberships, Subscriptions & Dues"|^|""|^|"Approved"|^|"0"|^|"85.95"|^|""
"WGU Corporation"|^|"WGUCORP"|^|"Approved"|^|"PC-10011935"|^|"2025-01-30-08:00"|^|"2025-02-01-08:00"|^|"1115 Facilities Management"|^|""|^|"01/19/2025 CLOUD COVER MUSIC 179.70 USD"|^|"Background Music Subscription"|^|"Corporate Memberships, Subscriptions & Dues"|^|""|^|"Approved"|^|"0"|^|"179.7"|^|""
"WGU Corporation"|^|"WGUCORP"|^|"Approved"|^|"PC-10011939"|^|"2025-01-30-08:00"|^|"2025-02-01-08:00"|^|"1114 Finance"|^|""|^|"01/24/2025 SAWYER* BOOKING FEE 1.99 USD"|^|"Finance: booking fee for teambuilding activity, which apparently they don't list on their receipts."|^|"Employee Relations and Recognition"|^|""|^|"Approved"|^|"0"|^|"1.99"|^|""
"WGU Corporation"|^|"WGUCORP"|^|"Approved"|^|"PC-10011939"|^|"2025-01-30-08:00"|^|"2025-02-01-08:00"|^|"1114 Finance"|^|""|^|"01/24/2025 WSLC* WORKSHOP SLC 1,300.00 USD"|^|"Finance: pottery activity for March offsite"|^|"Employee Relations and Recognition"|^|""|^|"Approved"|^|"0"|^|"1300"|^|""
"WGU Corporation"|^|"WGUCORP"|^|"Approved"|^|"PC-10011940"|^|"2025-01-30-08:00"|^|"2025-02-01-08:00"|^|"1502 WGU Advancement (WGUC)"|^|""|^|"01/27/2025 TLF*ARROWHEAD FLOWER 96.36 USD"|^|""|^|"Office Supplies"|^|""|^|"Approved"|^|"0"|^|"96.36"|^|""
"WGU Corporation"|^|"WGUCORP"|^|"Approved"|^|"PC-10011943"|^|"2025-01-31-08:00"|^|"2025-02-01-08:00"|^|"1113 Legal"|^|""|^|"01/26/2025 AMAZON MARK* ZC3NZ9Z 24.65 USD"|^|"Computer supplies"|^|"Office Supplies"|^|""|^|"Approved"|^|"0"|^|"24.65"|^|""
"WGU Academy"|^|"WGUACAD"|^|"Approved"|^|"PC-10011946"|^|"2025-01-31-08:00"|^|"2025-02-01-08:00"|^|"1513 Academy Heads"|^|""|^|"10/07/2024 H5P.COM 2,520.00 USD"|^|""|^|"Corporate Memberships, Subscriptions & Dues"|^|""|^|"Approved"|^|"0"|^|"2520"|^|""
"WGU Corporation"|^|"WGUCORP"|^|"Approved"|^|"PC-10011948"|^|"2025-02-01-08:00"|^|"2025-02-01-08:00"|^|"1454 Authenticity Services"|^|""|^|"01/24/2025 PREP BLAST 44.70 USD"|^|"This is a site proctored assessment for WGU student 000364512  at College of Southern Nevada Charleston"|^|"Test Delivery Technology"|^|""|^|"Approved"|^|"0"|^|"44.7"|^|""
"WGU Corporation"|^|"WGUCORP"|^|"Approved"|^|"PC-10011949"|^|"2025-02-03-08:00"|^|"2025-02-03-08:00"|^|"1760 Craft (WGUC)"|^|"Staples Inc"|^|"01/25/2025 STAPLES INC 93.07 USD"|^|""|^|"Promotional Items"|^|""|^|"Approved"|^|"0"|^|"93.07"|^|""
"WGU Corporation"|^|"WGUCORP"|^|"Approved"|^|"PC-10011949"|^|"2025-02-03-08:00"|^|"2025-02-03-08:00"|^|"1760 Craft (WGUC)"|^|""|^|"01/24/2025 GIFTOGRAM 50.00 USD"|^|""|^|"Promotional Items"|^|""|^|"Approved"|^|"0"|^|"50"|^|""
"WGU Corporation"|^|"WGUCORP"|^|"Approved"|^|"PC-10011949"|^|"2025-02-03-08:00"|^|"2025-02-03-08:00"|^|"1760 Craft (WGUC)"|^|"Staples Inc"|^|"01/26/2025 STAPLES INC 42.83 USD"|^|""|^|"Promotional Items"|^|""|^|"Approved"|^|"0"|^|"42.83"|^|""
"WGU Corporation"|^|"WGUCORP"|^|"Approved"|^|"PC-10011949"|^|"2025-02-03-08:00"|^|"2025-02-03-08:00"|^|"1760 Craft (WGUC)"|^|""|^|"01/24/2025 FEDEX OFFICE 8000008 129.89 USD"|^|""|^|"Promotional Items"|^|""|^|"Approved"|^|"0"|^|"129.89"|^|""
"WGU Corporation"|^|"WGUCORP"|^|"Approved"|^|"PC-10011949"|^|"2025-02-03-08:00"|^|"2025-02-03-08:00"|^|"1760 Craft (WGUC)"|^|"Staples Inc"|^|"01/29/2025 STAPLES INC (32.46) USD"|^|""|^|"Promotional Items"|^|""|^|"Approved"|^|"0"|^|"-32.46"|^|""
"WGU Corporation"|^|"WGUCORP"|^|"Approved"|^|"PC-10011949"|^|"2025-02-03-08:00"|^|"2025-02-03-08:00"|^|"1760 Craft (WGUC)"|^|""|^|"01/29/2025 GIFTOGRAM 75.00 USD"|^|""|^|"Promotional Items"|^|""|^|"Approved"|^|"0"|^|"75"|^|""
"WGU Corporation"|^|"WGUCORP"|^|"Approved"|^|"PC-10011949"|^|"2025-02-03-08:00"|^|"2025-02-03-08:00"|^|"1760 Craft (WGUC)"|^|""|^|"01/29/2025 GIFTOGRAM 50.00 USD"|^|""|^|"Promotional Items"|^|""|^|"Approved"|^|"0"|^|"50"|^|""
"WGU Corporation"|^|"WGUCORP"|^|"Approved"|^|"PC-10011949"|^|"2025-02-03-08:00"|^|"2025-02-03-08:00"|^|"1760 Craft (WGUC)"|^|""|^|"01/29/2025 GIFTOGRAM 150.00 USD"|^|""|^|"Promotional Items"|^|""|^|"Approved"|^|"0"|^|"150"|^|""
"WGU Corporation"|^|"WGUCORP"|^|"Approved"|^|"PC-10011950"|^|"2025-02-03-08:00"|^|"2025-02-03-08:00"|^|"1207 Site Support"|^|""|^|"01/28/2025 AMAZON MARK* ZC4CQ7G 27.86 USD"|^|"office supplies - Label sheets"|^|"Office Supplies"|^|""|^|"Approved"|^|"0"|^|"27.86"|^|""
"Western Governors University"|^|"WGU"|^|"Approved"|^|"PC-10011951"|^|"2025-02-03-08:00"|^|"2025-02-03-08:00"|^|"1312 Strategic Partnerships"|^|"WGU Procurement Only"|^|"01/27/2025 IN *TENNESSEE EDUCAT 773.12 USD"|^|"Registration for Tennessee Educational Tech Association for Hayley Wood.  Paid on Alex Gailey's P-Card."|^|"Sponsorships"|^|"PO-100034990"|^|"Approved"|^|"0"|^|"773.12"|^|""
"WGU Corporation"|^|"WGUCORP"|^|"Approved"|^|"PC-10011952"|^|"2025-02-03-08:00"|^|"2025-02-03-08:00"|^|"1502 WGU Advancement (WGUC)"|^|""|^|"01/30/2025 AMAZON.COM*ZC7440Z01 97.25 USD"|^|""|^|"Office Supplies"|^|""|^|"Approved"|^|"0"|^|"97.25"|^|""
"Western Governors University"|^|"WGU"|^|"Approved"|^|"PC-10011953"|^|"2025-02-03-08:00"|^|"2025-02-03-08:00"|^|"1312 Strategic Partnerships"|^|"WGU Procurement Only"|^|"01/24/2025 NPO* BRIGHT MINDS FO 750.00 USD"|^|"HCPSS Sponsorship for Elizabeth McCarthy - Breakfast with the Superintendent. Paid on Alex Gailey's P-Card"|^|"Sponsorships"|^|"PO-100034989"|^|"Approved"|^|"0"|^|"750"|^|""
"Western Governors University"|^|"WGU"|^|"Approved"|^|"PC-10011954"|^|"2025-02-03-08:00"|^|"2025-02-03-08:00"|^|"1301 Office of the CMO"|^|""|^|"01/28/2025 WASATCH BREW PUB 636.68 USD"|^|""|^|"Food - Entertainment"|^|""|^|"Approved"|^|"0"|^|"636.68"|^|""
"Western Governors University"|^|"WGU"|^|"Approved"|^|"PC-10011954"|^|"2025-02-03-08:00"|^|"2025-02-03-08:00"|^|"1333 Marketing Creative"|^|""|^|"01/29/2025 THE DODO RESTAURANT 253.55 USD"|^|""|^|"Food - Entertainment"|^|""|^|"Approved"|^|"0"|^|"253.55"|^|""
"WGU Corporation"|^|"WGUCORP"|^|"Approved"|^|"PC-10011955"|^|"2025-02-03-08:00"|^|"2025-02-03-08:00"|^|"1115 Facilities Management"|^|""|^|"01/27/2025 SMITHS FUEL #9119 32.00 USD"|^|"Fleet Fuel - Pilot 18"|^|"Automobiles"|^|""|^|"Approved"|^|"0"|^|"32"|^|""
"WGU Corporation"|^|"WGUCORP"|^|"Approved"|^|"PC-10011955"|^|"2025-02-03-08:00"|^|"2025-02-03-08:00"|^|"1115 Facilities Management"|^|""|^|"01/27/2025 CHEVRON 0356752 16.00 USD"|^|"Fleet Fuel - Accord 15"|^|"Automobiles"|^|""|^|"Approved"|^|"0"|^|"16"|^|""
"WGU Corporation"|^|"WGUCORP"|^|"Approved"|^|"PC-10011955"|^|"2025-02-03-08:00"|^|"2025-02-03-08:00"|^|"1115 Facilities Management"|^|""|^|"01/30/2025 SMITHS FUEL #9119 31.00 USD"|^|"Fleet Fuel - Pilot 18"|^|"Automobiles"|^|""|^|"Approved"|^|"0"|^|"31"|^|""
"Western Governors University"|^|"WGU"|^|"Approved"|^|"PC-10011956"|^|"2025-02-03-08:00"|^|"2025-02-03-08:00"|^|"1322 Regional Operations - Southeast"|^|"Rural Economic Development Center, Inc."|^|"01/27/2025 NC RURAL CENTER 350.00 USD"|^|"NC Rural Center Rural Summit"|^|"Sponsorships"|^|""|^|"Approved"|^|"0"|^|"350"|^|""
"WGU Corporation"|^|"WGUCORP"|^|"Approved"|^|"PC-10011957"|^|"2025-02-03-08:00"|^|"2025-02-03-08:00"|^|"1130 Administrative Clearing"|^|"Department of Veterans Affairs"|^|"01/27/2025 VETERANS AFFRS DMC 703.53 USD"|^|"Streamlining process of reconciling P card for Military refunds."|^|"Third-Party Refund Payment - BANNER ONLY USE"|^|"PO-100030213"|^|"Approved"|^|"0"|^|"703.53"|^|""
"WGU Corporation"|^|"WGUCORP"|^|"Approved"|^|"PC-10011957"|^|"2025-02-03-08:00"|^|"2025-02-03-08:00"|^|"1130 Administrative Clearing"|^|"Department of Veterans Affairs"|^|"01/30/2025 VETERANS AFFRS DMC 2,573.55 USD"|^|"Streamlining process of reconciling P card for Military refunds."|^|"Third-Party Refund Payment - BANNER ONLY USE"|^|"PO-100030213"|^|"Approved"|^|"0"|^|"2573.55"|^|""
"WGU Corporation"|^|"WGUCORP"|^|"Approved"|^|"PC-10011957"|^|"2025-02-03-08:00"|^|"2025-02-03-08:00"|^|"1130 Administrative Clearing"|^|"Department of Veterans Affairs"|^|"01/30/2025 VETERANS AFFRS DMC 2,924.55 USD"|^|"Streamlining process of reconciling P card for Military refunds."|^|"Third-Party Refund Payment - BANNER ONLY USE"|^|"PO-100030213"|^|"Approved"|^|"0"|^|"2924.55"|^|""
"WGU Corporation"|^|"WGUCORP"|^|"Approved"|^|"PC-10011957"|^|"2025-02-03-08:00"|^|"2025-02-03-08:00"|^|"1130 Administrative Clearing"|^|"Department of Veterans Affairs"|^|"01/30/2025 VETERANS AFFRS DMC 1,102.75 USD"|^|"Streamlining process of reconciling P card for Military refunds."|^|"Third-Party Refund Payment - BANNER ONLY USE"|^|"PO-100030213"|^|"Approved"|^|"0"|^|"1102.75"|^|""
"WGU Corporation"|^|"WGUCORP"|^|"Approved"|^|"PC-10011957"|^|"2025-02-03-08:00"|^|"2025-02-03-08:00"|^|"1130 Administrative Clearing"|^|"Department of Veterans Affairs"|^|"01/27/2025 VETERANS AFFRS DMC 612.75 USD"|^|"Streamlining process of reconciling P card for Military refunds."|^|"Third-Party Refund Payment - BANNER ONLY USE"|^|"PO-100030213"|^|"Approved"|^|"0"|^|"612.75"|^|""
"WGU Corporation"|^|"WGUCORP"|^|"Approved"|^|"PC-10011957"|^|"2025-02-03-08:00"|^|"2025-02-03-08:00"|^|"1130 Administrative Clearing"|^|"Department of Veterans Affairs"|^|"01/27/2025 VETERANS AFFRS DMC 794.81 USD"|^|"Streamlining process of reconciling P card for Military refunds."|^|"Third-Party Refund Payment - BANNER ONLY USE"|^|"PO-100030213"|^|"Approved"|^|"0"|^|"794.81"|^|""
"WGU Corporation"|^|"WGUCORP"|^|"Approved"|^|"PC-10011957"|^|"2025-02-03-08:00"|^|"2025-02-03-08:00"|^|"1130 Administrative Clearing"|^|"Department of Veterans Affairs"|^|"01/27/2025 VETERANS AFFRS DMC 324.72 USD"|^|"Streamlining process of reconciling P card for Military refunds."|^|"Third-Party Refund Payment - BANNER ONLY USE"|^|"PO-100030213"|^|"Approved"|^|"0"|^|"324.72"|^|""
"WGU Corporation"|^|"WGUCORP"|^|"Approved"|^|"PC-10011957"|^|"2025-02-03-08:00"|^|"2025-02-03-08:00"|^|"1130 Administrative Clearing"|^|"Department of Veterans Affairs"|^|"01/27/2025 VETERANS AFFRS DMC 514.31 USD"|^|"Streamlining process of reconciling P card for Military refunds."|^|"Third-Party Refund Payment - BANNER ONLY USE"|^|"PO-100030213"|^|"Approved"|^|"0"|^|"514.31"|^|""
"WGU Corporation"|^|"WGUCORP"|^|"Approved"|^|"PC-10011957"|^|"2025-02-03-08:00"|^|"2025-02-03-08:00"|^|"1130 Administrative Clearing"|^|"Department of Veterans Affairs"|^|"01/27/2025 VETERANS AFFRS DMC 79.43 USD"|^|"Streamlining process of reconciling P card for Military refunds."|^|"Third-Party Refund Payment - BANNER ONLY USE"|^|"PO-100030213"|^|"Approved"|^|"0"|^|"79.43"|^|""
"WGU Corporation"|^|"WGUCORP"|^|"Approved"|^|"PC-10011957"|^|"2025-02-03-08:00"|^|"2025-02-03-08:00"|^|"1130 Administrative Clearing"|^|"Department of Veterans Affairs"|^|"01/27/2025 VETERANS AFFRS DMC 1,230.67 USD"|^|"Streamlining process of reconciling P card for Military refunds."|^|"Third-Party Refund Payment - BANNER ONLY USE"|^|"PO-100030213"|^|"Approved"|^|"0"|^|"1230.67"|^|""
"WGU Corporation"|^|"WGUCORP"|^|"Approved"|^|"PC-10011957"|^|"2025-02-03-08:00"|^|"2025-02-03-08:00"|^|"1130 Administrative Clearing"|^|"Department of Veterans Affairs"|^|"01/27/2025 VETERANS AFFRS DMC 648.25 USD"|^|"Streamlining process of reconciling P card for Military refunds."|^|"Third-Party Refund Payment - BANNER ONLY USE"|^|"PO-100030213"|^|"Approved"|^|"0"|^|"648.25"|^|""
"WGU Corporation"|^|"WGUCORP"|^|"Approved"|^|"PC-10011957"|^|"2025-02-03-08:00"|^|"2025-02-03-08:00"|^|"1130 Administrative Clearing"|^|"Department of Veterans Affairs"|^|"01/28/2025 VETERANS AFFRS DMC 3,356.46 USD"|^|"Streamlining process of reconciling P card for Military refunds."|^|"Third-Party Refund Payment - BANNER ONLY USE"|^|"PO-100030213"|^|"Approved"|^|"0"|^|"3356.46"|^|""
"WGU Corporation"|^|"WGUCORP"|^|"Approved"|^|"PC-10011957"|^|"2025-02-03-08:00"|^|"2025-02-03-08:00"|^|"1130 Administrative Clearing"|^|"Department of Veterans Affairs"|^|"01/27/2025 VETERANS AFFRS DMC 926.50 USD"|^|"Streamlining process of reconciling P card for Military refunds."|^|"Third-Party Refund Payment - BANNER ONLY USE"|^|"PO-100030213"|^|"Approved"|^|"0"|^|"926.5"|^|""
"WGU Corporation"|^|"WGUCORP"|^|"Approved"|^|"PC-10011957"|^|"2025-02-03-08:00"|^|"2025-02-03-08:00"|^|"1130 Administrative Clearing"|^|"Department of Veterans Affairs"|^|"01/28/2025 VETERANS AFFRS DMC 1,176.43 USD"|^|"Streamlining process of reconciling P card for Military refunds."|^|"Third-Party Refund Payment - BANNER ONLY USE"|^|"PO-100030213"|^|"Approved"|^|"0"|^|"1176.43"|^|""
"WGU Corporation"|^|"WGUCORP"|^|"Approved"|^|"PC-10011957"|^|"2025-02-03-08:00"|^|"2025-02-03-08:00"|^|"1130 Administrative Clearing"|^|"Department of Veterans Affairs"|^|"01/27/2025 VETERANS AFFRS DMC 33.33 USD"|^|"Streamlining process of reconciling P card for Military refunds."|^|"Third-Party Refund Payment - BANNER ONLY USE"|^|"PO-100030213"|^|"Approved"|^|"0"|^|"33.33"|^|""
"WGU Corporation"|^|"WGUCORP"|^|"Approved"|^|"PC-10011957"|^|"2025-02-03-08:00"|^|"2025-02-03-08:00"|^|"1130 Administrative Clearing"|^|"Department of Veterans Affairs"|^|"01/27/2025 VETERANS AFFRS DMC 354.00 USD"|^|"Streamlining process of reconciling P card for Military refunds."|^|"Third-Party Refund Payment - BANNER ONLY USE"|^|"PO-100030213"|^|"Approved"|^|"0"|^|"354"|^|""
"WGU Corporation"|^|"WGUCORP"|^|"Approved"|^|"PC-10011957"|^|"2025-02-03-08:00"|^|"2025-02-03-08:00"|^|"1130 Administrative Clearing"|^|"Department of Veterans Affairs"|^|"01/28/2025 VETERANS AFFRS DMC 883.41 USD"|^|"Streamlining process of reconciling P card for Military refunds."|^|"Third-Party Refund Payment - BANNER ONLY USE"|^|"PO-100030213"|^|"Approved"|^|"0"|^|"883.41"|^|""
