Company|^|Reference ID Company|^|Verification Status|^|Verification Number|^|Verification Date|^|Accounting Date for Operational Transaction|^|Cost Center|^|Supplier|^|Trans Detail|^|Line Description|^|Spend Category|^|Purchase Order|^|Trans Status|^|Line Split|^|Line Amount|^|Supplier Contract
"WGU Corporation"|^|"WGUCORP"|^|"Approved"|^|"PC-10011724"|^|"2024-12-23-08:00"|^|"2025-01-01-08:00"|^|"1488 IPM Transformation PM"|^|""|^|"12/18/2024 EZCATER*ZAO ASIAN CA 684.80 USD"|^|"Food for IPM Holiday Party"|^|"Employee Relations and Recognition"|^|""|^|"Approved"|^|"0"|^|"684.8"|^|""
"Western Governors University"|^|"WGU"|^|"Approved"|^|"PC-10011725"|^|"2024-12-23-08:00"|^|"2025-01-01-08:00"|^|"1330 Regional Operations - Northeast"|^|""|^|"12/17/2024 DC PARK*METER MULTI 4.60 USD"|^|""|^|"Parking & Tolls"|^|""|^|"Approved"|^|"0"|^|"4.6"|^|""
"Western Governors University"|^|"WGU"|^|"Approved"|^|"PC-10011725"|^|"2024-12-23-08:00"|^|"2025-01-01-08:00"|^|"1330 Regional Operations - Northeast"|^|""|^|"12/18/2024 USPS PO 2367680538 39.00 USD"|^|""|^|"Postage & Shipping"|^|""|^|"Approved"|^|"0"|^|"39"|^|""
"Western Governors University"|^|"WGU"|^|"Approved"|^|"PC-10011725"|^|"2024-12-23-08:00"|^|"2025-01-01-08:00"|^|"1330 Regional Operations - Northeast"|^|""|^|"12/18/2024 USPS PO 2367680538 14.60 USD"|^|""|^|"Postage & Shipping"|^|""|^|"Approved"|^|"0"|^|"14.6"|^|""
"Western Governors University"|^|"WGU"|^|"Approved"|^|"PC-10011725"|^|"2024-12-23-08:00"|^|"2025-01-01-08:00"|^|"1330 Regional Operations - Northeast"|^|""|^|"12/18/2024 BANNERS HALLMARK 42 12.72 USD"|^|""|^|"Employee Relations and Recognition"|^|""|^|"Approved"|^|"0"|^|"12.72"|^|""
"Western Governors University"|^|"WGU"|^|"Approved"|^|"PC-10011725"|^|"2024-12-23-08:00"|^|"2025-01-01-08:00"|^|"1330 Regional Operations - Northeast"|^|""|^|"12/17/2024 CHICK-FIL-A #01312 15.32 USD"|^|""|^|"Food - Business"|^|""|^|"Approved"|^|"0"|^|"15.32"|^|""
"WGU Corporation"|^|"WGUCORP"|^|"Approved"|^|"PC-10011727"|^|"2024-12-23-08:00"|^|"2025-01-01-08:00"|^|"1502 WGU Advancement (WGUC)"|^|""|^|"12/17/2024 SQ *HATCH FAMILY CHO 4,103.64 USD"|^|""|^|"Office Supplies"|^|""|^|"Approved"|^|"0"|^|"4103.64"|^|""
"Western Governors University"|^|"WGU"|^|"Approved"|^|"PC-10011728"|^|"2024-12-26-08:00"|^|"2025-01-01-08:00"|^|"1322 Regional Operations - Southeast"|^|""|^|"12/18/2024 HP *HP.COM STORE 479.32 USD"|^|"Toner for Ben Coulter Printer"|^|"Office Supplies"|^|""|^|"Approved"|^|"0"|^|"479.32"|^|""
"WGU Corporation"|^|"WGUCORP"|^|"Approved"|^|"PC-10011733"|^|"2024-12-26-08:00"|^|"2025-01-01-08:00"|^|"1115 Facilities Management"|^|""|^|"12/11/2024 AMAZON RETA* ZX8OR8K 29.76 USD"|^|"Hot Glue Gun"|^|"Office Supplies"|^|""|^|"Approved"|^|"0"|^|"29.76"|^|""
"WGU Corporation"|^|"WGUCORP"|^|"Approved"|^|"PC-10011733"|^|"2024-12-26-08:00"|^|"2025-01-01-08:00"|^|"1115 Facilities Management"|^|""|^|"12/23/2024 DUMPLINGS COMPANY 119.84 USD"|^|"Caden, Brent, Esther, Tyler, Jared"|^|"Food - Business"|^|""|^|"Approved"|^|"0"|^|"119.84"|^|""
"WGU Corporation"|^|"WGUCORP"|^|"Approved"|^|"PC-10011733"|^|"2024-12-26-08:00"|^|"2025-01-01-08:00"|^|"1115 Facilities Management"|^|""|^|"12/24/2024 SNPO 700.33 USD"|^|"Vertical PDU"|^|"Audio / Visual Equipment"|^|""|^|"Approved"|^|"0"|^|"700.33"|^|""
"WGU Corporation"|^|"WGUCORP"|^|"Approved"|^|"PC-10011733"|^|"2024-12-26-08:00"|^|"2025-01-01-08:00"|^|"1115 Facilities Management"|^|""|^|"12/20/2024 AMAZON RETA* Z97M26I 80.28 USD"|^|"Dekstop Microphones"|^|"Audio / Visual Equipment"|^|""|^|"Approved"|^|"0"|^|"80.28"|^|""
"WGU Corporation"|^|"WGUCORP"|^|"Approved"|^|"PC-10011733"|^|"2024-12-26-08:00"|^|"2025-01-01-08:00"|^|"1115 Facilities Management"|^|""|^|"12/23/2024 AMAZON MARK* Z95IO2G 21.44 USD"|^|"Badge Reels"|^|"Office Supplies"|^|""|^|"Approved"|^|"0"|^|"21.44"|^|""
"WGU Corporation"|^|"WGUCORP"|^|"Approved"|^|"PC-10011733"|^|"2024-12-26-08:00"|^|"2025-01-01-08:00"|^|"1115 Facilities Management"|^|"Delta Mu Delta Honor Society (Inactive)"|^|"12/16/2024 DELTA 139.00 USD"|^|"Delta Cargo"|^|"Postage & Shipping"|^|""|^|"Approved"|^|"0"|^|"139"|^|""
"WGU Corporation"|^|"WGUCORP"|^|"Approved"|^|"PC-10011733"|^|"2024-12-26-08:00"|^|"2025-01-01-08:00"|^|"1115 Facilities Management"|^|""|^|"12/16/2024 FEDEX OFFIC452000452 52.23 USD"|^|"Ribbon Cutting Scissors Shipping"|^|"Postage & Shipping"|^|""|^|"Approved"|^|"0"|^|"52.23"|^|""
"WGU Corporation"|^|"WGUCORP"|^|"Approved"|^|"PC-10011733"|^|"2024-12-26-08:00"|^|"2025-01-01-08:00"|^|"1115 Facilities Management"|^|""|^|"12/14/2024 THE HOME DEPOT #0534 34.36 USD"|^|"CAT6 Ends"|^|"Equipment Repairs & Maintenance"|^|""|^|"Approved"|^|"0"|^|"34.36"|^|""
"WGU Corporation"|^|"WGUCORP"|^|"Approved"|^|"PC-10011733"|^|"2024-12-26-08:00"|^|"2025-01-01-08:00"|^|"1115 Facilities Management"|^|""|^|"12/15/2024 BEST BUY      000035 16.23 USD"|^|"Ethernet Adapter"|^|"Computer Peripherals (keyboards, monitors, headsets,  etc)"|^|""|^|"Approved"|^|"0"|^|"16.23"|^|""
"WGU Corporation"|^|"WGUCORP"|^|"Approved"|^|"PC-10011733"|^|"2024-12-26-08:00"|^|"2025-01-01-08:00"|^|"1115 Facilities Management"|^|""|^|"12/07/2024 THE HOME DEPOT #4413 209.14 USD"|^|"Voltage Meter"|^|"Equipment Repairs & Maintenance"|^|""|^|"Approved"|^|"0"|^|"209.14"|^|""
"WGU Corporation"|^|"WGUCORP"|^|"Approved"|^|"PC-10011733"|^|"2024-12-26-08:00"|^|"2025-01-01-08:00"|^|"1115 Facilities Management"|^|""|^|"12/12/2024 DOMINO'S 8792 170.14 USD"|^|"Pizza Lab Staff and Onsite Ribbon Cutting Crew"|^|"Food - Business"|^|""|^|"Approved"|^|"0"|^|"170.14"|^|""
"WGU Corporation"|^|"WGUCORP"|^|"Approved"|^|"PC-10011733"|^|"2024-12-26-08:00"|^|"2025-01-01-08:00"|^|"1115 Facilities Management"|^|""|^|"12/12/2024 DOLLARTREE 12.20 USD"|^|"Drinks"|^|"Food - Out-of-Town Travel"|^|""|^|"Approved"|^|"0"|^|"12.2"|^|""
"WGU Corporation"|^|"WGUCORP"|^|"Approved"|^|"PC-10011733"|^|"2024-12-26-08:00"|^|"2025-01-01-08:00"|^|"1115 Facilities Management"|^|""|^|"12/11/2024 THE HOME DEPOT #6107 7.21 USD"|^|"Glass and Stainless Cleaner"|^|"Office Supplies"|^|""|^|"Approved"|^|"0"|^|"7.21"|^|""
"WGU Corporation"|^|"WGUCORP"|^|"Approved"|^|"PC-10011733"|^|"2024-12-26-08:00"|^|"2025-01-01-08:00"|^|"1115 Facilities Management"|^|""|^|"12/07/2024 LOWES #00342* 27.36 USD"|^|"Extension Cord and Timer"|^|"Equipment Repairs & Maintenance"|^|""|^|"Approved"|^|"0"|^|"27.36"|^|""
"WGU Corporation"|^|"WGUCORP"|^|"Approved"|^|"PC-10011733"|^|"2024-12-26-08:00"|^|"2025-01-01-08:00"|^|"1115 Facilities Management"|^|""|^|"12/07/2024 SP BAMBULAB.US 710.24 USD"|^|"3D Printer Repair Parts and Filament"|^|"Equipment Repairs & Maintenance"|^|""|^|"Approved"|^|"0"|^|"710.24"|^|""
"WGU Corporation"|^|"WGUCORP"|^|"Approved"|^|"PC-10011733"|^|"2024-12-26-08:00"|^|"2025-01-01-08:00"|^|"1115 Facilities Management"|^|""|^|"12/06/2024 AMAZON MKTPLACE PMTS (54.05) USD"|^|"Grommet Refund"|^|"Lab Equipment"|^|""|^|"Approved"|^|"0"|^|"-54.05"|^|""
"WGU Corporation"|^|"WGUCORP"|^|"Approved"|^|"PC-10011733"|^|"2024-12-26-08:00"|^|"2025-01-01-08:00"|^|"1115 Facilities Management"|^|""|^|"12/07/2024 SNPO 172.62 USD"|^|"Replacement Thermostat"|^|"Equipment Repairs & Maintenance"|^|""|^|"Approved"|^|"0"|^|"172.62"|^|""
"WGU Corporation"|^|"WGUCORP"|^|"Approved"|^|"PC-10011733"|^|"2024-12-26-08:00"|^|"2025-01-01-08:00"|^|"1115 Facilities Management"|^|""|^|"12/18/2024 OPENAI *CHATGPT SUBS 21.45 USD"|^|"Chat GPT Subscription"|^|"Corporate Memberships, Subscriptions & Dues"|^|""|^|"Approved"|^|"0"|^|"21.45"|^|""
"WGU Corporation"|^|"WGUCORP"|^|"Approved"|^|"PC-10011733"|^|"2024-12-26-08:00"|^|"2025-01-01-08:00"|^|"1115 Facilities Management"|^|""|^|"12/17/2024 THE HOME DEPOT #0534 33.83 USD"|^|"Packing and Picture Hanging Material"|^|"Office Supplies"|^|""|^|"Approved"|^|"0"|^|"33.83"|^|""
"WGU Corporation"|^|"WGUCORP"|^|"Approved"|^|"PC-10011733"|^|"2024-12-26-08:00"|^|"2025-01-01-08:00"|^|"1115 Facilities Management"|^|""|^|"12/18/2024 AMAZON RETA* Z12Z91V 129.84 USD"|^|"Mice for Debrief Room"|^|"Computer Peripherals (keyboards, monitors, headsets,  etc)"|^|""|^|"Approved"|^|"0"|^|"129.84"|^|""
"WGU Corporation"|^|"WGUCORP"|^|"Approved"|^|"PC-10011733"|^|"2024-12-26-08:00"|^|"2025-01-01-08:00"|^|"1115 Facilities Management"|^|""|^|"12/11/2024 BUCEES 40 KATY TX CW 16.00 USD"|^|"Car Wash"|^|"Rental Car Fees & Fuel"|^|""|^|"Approved"|^|"0"|^|"16"|^|""
"WGU Corporation"|^|"WGUCORP"|^|"Approved"|^|"PC-10011733"|^|"2024-12-26-08:00"|^|"2025-01-01-08:00"|^|"1115 Facilities Management"|^|""|^|"12/10/2024 THE HOME DEPOT #6107 48.58 USD"|^|"Magnets"|^|"Office Supplies"|^|""|^|"Approved"|^|"0"|^|"48.58"|^|""
"WGU Corporation"|^|"WGUCORP"|^|"Approved"|^|"PC-10011733"|^|"2024-12-26-08:00"|^|"2025-01-01-08:00"|^|"1115 Facilities Management"|^|""|^|"12/10/2024 THE HOME DEPOT #0534 120.92 USD"|^|"Magnets and Tube"|^|"Equipment Repairs & Maintenance"|^|""|^|"Approved"|^|"0"|^|"120.92"|^|""
"Western Governors University"|^|"WGU"|^|"Approved"|^|"PC-10011737"|^|"2024-12-30-08:00"|^|"2025-01-01-08:00"|^|"1323 Regional Operations - South"|^|""|^|"12/25/2024 CUBESMART 5968 349.00 USD"|^|"December Rent for Storage: 1077 & 1078"|^|"Office Rent"|^|""|^|"Approved"|^|"0"|^|"349"|^|""
"Western Governors University"|^|"WGU"|^|"Approved"|^|"PC-10011739"|^|"2024-12-30-08:00"|^|"2025-01-01-08:00"|^|"1323 Regional Operations - South"|^|""|^|"12/26/2024 CANVA* 04377-0887707 12.99 USD"|^|"December Canva Subscription for Katie Ngo"|^|"Employee Memberships, Subscriptions & Dues"|^|""|^|"Approved"|^|"0"|^|"12.99"|^|""
"WGU Corporation"|^|"WGUCORP"|^|"Approved"|^|"PC-10011743"|^|"2024-12-30-08:00"|^|"2025-01-01-08:00"|^|"1130 Administrative Clearing"|^|"Department of Veterans Affairs"|^|"12/23/2024 VETERANS AFFRS DMC 102.56 USD"|^|"Streamlining process of reconciling P card for Military refunds."|^|"Third-Party Refund Payment - BANNER ONLY USE"|^|"PO-100030213"|^|"Approved"|^|"0"|^|"102.56"|^|""
"WGU Corporation"|^|"WGUCORP"|^|"Approved"|^|"PC-10011743"|^|"2024-12-30-08:00"|^|"2025-01-01-08:00"|^|"1130 Administrative Clearing"|^|"Department of Veterans Affairs"|^|"12/23/2024 VETERANS AFFRS DMC 1,635.00 USD"|^|"Streamlining process of reconciling P card for Military refunds."|^|"Third-Party Refund Payment - BANNER ONLY USE"|^|"PO-100030213"|^|"Approved"|^|"0"|^|"1635"|^|""
"WGU Corporation"|^|"WGUCORP"|^|"Approved"|^|"PC-10011743"|^|"2024-12-30-08:00"|^|"2025-01-01-08:00"|^|"1130 Administrative Clearing"|^|"Department of Veterans Affairs"|^|"12/23/2024 VETERANS AFFRS DMC 794.75 USD"|^|"Streamlining process of reconciling P card for Military refunds."|^|"Third-Party Refund Payment - BANNER ONLY USE"|^|"PO-100030213"|^|"Approved"|^|"0"|^|"794.75"|^|""
"WGU Corporation"|^|"WGUCORP"|^|"Approved"|^|"PC-10011743"|^|"2024-12-30-08:00"|^|"2025-01-01-08:00"|^|"1130 Administrative Clearing"|^|"Department of Veterans Affairs"|^|"12/23/2024 VETERANS AFFRS DMC 713.55 USD"|^|"Streamlining process of reconciling P card for Military refunds."|^|"Third-Party Refund Payment - BANNER ONLY USE"|^|"PO-100030213"|^|"Approved"|^|"0"|^|"713.55"|^|""
"WGU Corporation"|^|"WGUCORP"|^|"Approved"|^|"PC-10011743"|^|"2024-12-30-08:00"|^|"2025-01-01-08:00"|^|"1130 Administrative Clearing"|^|"Department of Veterans Affairs"|^|"12/23/2024 VETERANS AFFRS DMC 2,930.22 USD"|^|"Streamlining process of reconciling P card for Military refunds."|^|"Third-Party Refund Payment - BANNER ONLY USE"|^|"PO-100030213"|^|"Approved"|^|"0"|^|"2930.22"|^|""
"WGU Corporation"|^|"WGUCORP"|^|"Approved"|^|"PC-10011743"|^|"2024-12-30-08:00"|^|"2025-01-01-08:00"|^|"1130 Administrative Clearing"|^|"Department of Veterans Affairs"|^|"12/23/2024 VETERANS AFFRS DMC 933.60 USD"|^|"Streamlining process of reconciling P card for Military refunds."|^|"Third-Party Refund Payment - BANNER ONLY USE"|^|"PO-100030213"|^|"Approved"|^|"0"|^|"933.6"|^|""
"WGU Corporation"|^|"WGUCORP"|^|"Approved"|^|"PC-10011743"|^|"2024-12-30-08:00"|^|"2025-01-01-08:00"|^|"1130 Administrative Clearing"|^|"Department of Veterans Affairs"|^|"12/23/2024 VETERANS AFFRS DMC 750.00 USD"|^|"Streamlining process of reconciling P card for Military refunds."|^|"Third-Party Refund Payment - BANNER ONLY USE"|^|"PO-100030213"|^|"Approved"|^|"0"|^|"750"|^|""
"WGU Corporation"|^|"WGUCORP"|^|"Approved"|^|"PC-10011743"|^|"2024-12-30-08:00"|^|"2025-01-01-08:00"|^|"1130 Administrative Clearing"|^|"Department of Veterans Affairs"|^|"12/23/2024 VETERANS AFFRS DMC 3,275.33 USD"|^|"Streamlining process of reconciling P card for Military refunds."|^|"Third-Party Refund Payment - BANNER ONLY USE"|^|"PO-100030213"|^|"Approved"|^|"0"|^|"3275.33"|^|""
"WGU Corporation"|^|"WGUCORP"|^|"Approved"|^|"PC-10011743"|^|"2024-12-30-08:00"|^|"2025-01-01-08:00"|^|"1130 Administrative Clearing"|^|"Department of Veterans Affairs"|^|"12/23/2024 VETERANS AFFRS DMC 1,800.00 USD"|^|"Streamlining process of reconciling P card for Military refunds."|^|"Third-Party Refund Payment - BANNER ONLY USE"|^|"PO-100030213"|^|"Approved"|^|"0"|^|"1800"|^|""
"WGU Corporation"|^|"WGUCORP"|^|"Approved"|^|"PC-10011747"|^|"2025-01-01-08:00"|^|"2025-01-01-08:00"|^|"1413 Evaluation - School of Technology"|^|"PEOPLECERT INTERNATIONAL LTD"|^|"12/17/2024 PEOPLECERT 25,827.00 USD"|^|""|^|"3rd Party Certification Exams"|^|"PO-100030868"|^|"Approved"|^|"0"|^|"25827"|^|""
"WGU Corporation"|^|"WGUCORP"|^|"Approved"|^|"PC-10011747"|^|"2025-01-01-08:00"|^|"2025-01-01-08:00"|^|"1413 Evaluation - School of Technology"|^|"Pearson Education"|^|"12/17/2024 LINUX PROF. INST. 31,500.00 USD"|^|""|^|"3rd Party Certification Exams"|^|"PO-100030870"|^|"Approved"|^|"0"|^|"31500"|^|""
"WGU Corporation"|^|"WGUCORP"|^|"Approved"|^|"PC-10011747"|^|"2025-01-01-08:00"|^|"2025-01-01-08:00"|^|"1413 Evaluation - School of Technology"|^|"Pearson Education"|^|"12/19/2024 VUE*PEARSON VUE STOR 2,290.00 USD"|^|""|^|"3rd Party Certification Exams"|^|"PO-100030967"|^|"Approved"|^|"0"|^|"2290"|^|""
"WGU Corporation"|^|"WGUCORP"|^|"Approved"|^|"PC-10011747"|^|"2025-01-01-08:00"|^|"2025-01-01-08:00"|^|"1413 Evaluation - School of Technology"|^|"International Information System Security Certification Consortium, Inc."|^|"12/23/2024 ISC2 85,210.00 USD"|^|""|^|"3rd Party Certification Exams"|^|"PO-100030869"|^|"Approved"|^|"0"|^|"85210"|^|""
"WGU Corporation"|^|"WGUCORP"|^|"Approved"|^|"PC-10011747"|^|"2025-01-01-08:00"|^|"2025-01-01-08:00"|^|"1414 Evaluation - School of Education"|^|"Evaluation Systems"|^|"12/12/2024 ETS ARE 2,008.50 USD"|^|""|^|"3rd Party Certification Exams"|^|"PO-100030727"|^|"Approved"|^|"0"|^|"2008.5"|^|""
"WGU Academy"|^|"WGUACAD"|^|"Approved"|^|"PC-10011748"|^|"2025-01-02-08:00"|^|"2025-01-02-08:00"|^|"1513 Academy Heads"|^|""|^|"12/08/2024 OPENAI *CHATGPT SUBS 21.45 USD"|^|""|^|"Employee Memberships, Subscriptions & Dues"|^|""|^|"Approved"|^|"0"|^|"21.45"|^|""
"WGU Academy"|^|"WGUACAD"|^|"Approved"|^|"PC-10011748"|^|"2025-01-02-08:00"|^|"2025-01-02-08:00"|^|"1513 Academy Heads"|^|""|^|"11/01/2024 AMAZON RETA* PO0VM0K 110.00 USD"|^|""|^|"Employee Relations and Recognition"|^|""|^|"Approved"|^|"0"|^|"110"|^|""
