Company|^|Reference ID Company|^|Verification Status|^|Verification Number|^|Verification Date|^|Accounting Date for Operational Transaction|^|Cost Center|^|Supplier|^|Trans Detail|^|Line Description|^|Spend Category|^|Purchase Order|^|Trans Status|^|Line Split|^|Line Amount|^|Supplier Contract
"WGU Labs"|^|"WGULABS"|^|"Approved"|^|"PC-10012306"|^|"2025-03-20-07:00"|^|"2025-04-01-07:00"|^|"1516 WGU Labs - Accelerator"|^|""|^|"03/12/2025 WGU DTOCAFE Q 8.00 USD"|^|"New Employee Meal (Badge access not set up yet)"|^|"Food - Business"|^|""|^|"Approved"|^|"0"|^|"8"|^|""
"WGU Labs"|^|"WGULABS"|^|"Approved"|^|"PC-10012306"|^|"2025-03-20-07:00"|^|"2025-04-01-07:00"|^|"1516 WGU Labs - Accelerator"|^|""|^|"03/13/2025 WGU DTOCAFE Q 8.00 USD"|^|"New Employee Meal (Badge access not set up yet)"|^|"Food - Business"|^|""|^|"Approved"|^|"0"|^|"8"|^|""
"WGU Labs"|^|"WGULABS"|^|"Approved"|^|"PC-10012306"|^|"2025-03-20-07:00"|^|"2025-04-01-07:00"|^|"1516 WGU Labs - Accelerator"|^|""|^|"03/12/2025 ANTHROPIC: CLAUDE TE 32.13 USD"|^|"Claude Software for Matt Kitt"|^|"Software"|^|""|^|"Approved"|^|"0"|^|"32.13"|^|""
"WGU Labs"|^|"WGULABS"|^|"Approved"|^|"PC-10012306"|^|"2025-03-20-07:00"|^|"2025-04-01-07:00"|^|"1516 WGU Labs - Accelerator"|^|""|^|"03/12/2025 ANTHROPIC: CLAUDE TE 160.88 USD"|^|"Claude Software for Matt Kitt"|^|"Software"|^|""|^|"Approved"|^|"0"|^|"160.88"|^|""
"WGU Labs"|^|"WGULABS"|^|"Approved"|^|"PC-10012306"|^|"2025-03-20-07:00"|^|"2025-04-01-07:00"|^|"1516 WGU Labs - Accelerator"|^|""|^|"03/13/2025 OPENAI *CHATGPT SUBS 214.50 USD"|^|"ChatGPT Pro - New Venture Team"|^|"Software"|^|""|^|"Approved"|^|"0"|^|"214.5"|^|""
"WGU Labs"|^|"WGULABS"|^|"Approved"|^|"PC-10012306"|^|"2025-03-20-07:00"|^|"2025-04-01-07:00"|^|"1516 WGU Labs - Accelerator"|^|""|^|"03/13/2025 OPENAI *CHATGPT SUBS 214.50 USD"|^|"ChatGPT Pro-New Venture Team"|^|"Software"|^|""|^|"Approved"|^|"0"|^|"214.5"|^|""
"WGU Labs"|^|"WGULABS"|^|"Approved"|^|"PC-10012306"|^|"2025-03-20-07:00"|^|"2025-04-01-07:00"|^|"1516 WGU Labs - Accelerator"|^|""|^|"03/13/2025 OPENAI *CHATGPT SUBS 214.50 USD"|^|"ChatGPT Pro-New Venture Team"|^|"Software"|^|""|^|"Approved"|^|"0"|^|"214.5"|^|""
"WGU Labs"|^|"WGULABS"|^|"Approved"|^|"PC-10012306"|^|"2025-03-20-07:00"|^|"2025-04-01-07:00"|^|"1516 WGU Labs - Accelerator"|^|""|^|"03/13/2025 OPENAI *CHATGPT SUBS 214.50 USD"|^|"ChatGPT Pro-New Venture Team"|^|"Software"|^|""|^|"Approved"|^|"0"|^|"214.5"|^|""
"WGU Labs"|^|"WGULABS"|^|"Approved"|^|"PC-10012306"|^|"2025-03-20-07:00"|^|"2025-04-01-07:00"|^|"1516 WGU Labs - Accelerator"|^|""|^|"03/13/2025 OPENAI *CHATGPT SUBS 214.50 USD"|^|"ChatGPT Pro-New Venture Team"|^|"Software"|^|""|^|"Approved"|^|"0"|^|"214.5"|^|""
"WGU Labs"|^|"WGULABS"|^|"Approved"|^|"PC-10012306"|^|"2025-03-20-07:00"|^|"2025-04-01-07:00"|^|"1516 WGU Labs - Accelerator"|^|""|^|"03/13/2025 SYNTHESIA LIMITED 231.66 USD"|^|"Synthesia Software for Matt Kitt"|^|"Software"|^|""|^|"Approved"|^|"0"|^|"231.66"|^|""
"WGU Labs"|^|"WGULABS"|^|"Approved"|^|"PC-10012306"|^|"2025-03-20-07:00"|^|"2025-04-01-07:00"|^|"1516 WGU Labs - Accelerator"|^|""|^|"03/13/2025 OPENAI *CHATGPT SUBS 214.50 USD"|^|"ChatGPT Pro-New Venture Team"|^|"Software"|^|""|^|"Approved"|^|"0"|^|"214.5"|^|""
"WGU Labs"|^|"WGULABS"|^|"Approved"|^|"PC-10012306"|^|"2025-03-20-07:00"|^|"2025-04-01-07:00"|^|"1516 WGU Labs - Accelerator"|^|""|^|"03/13/2025 GONGS-UNLIM 2,317.04 USD"|^|"Gong for New Venture Team"|^|"Office Supplies"|^|""|^|"Approved"|^|"0"|^|"2317.04"|^|""
"WGU Labs"|^|"WGULABS"|^|"Approved"|^|"PC-10012306"|^|"2025-03-20-07:00"|^|"2025-04-01-07:00"|^|"1516 WGU Labs - Accelerator"|^|""|^|"03/11/2025 WGU DTOCAFE Q 8.00 USD"|^|"New Employee Meal (Badge acces not set up yet)"|^|"Food - Business"|^|""|^|"Approved"|^|"0"|^|"8"|^|""
"WGU Labs"|^|"WGULABS"|^|"Approved"|^|"PC-10012306"|^|"2025-03-20-07:00"|^|"2025-04-01-07:00"|^|"1516 WGU Labs - Accelerator"|^|""|^|"03/11/2025 WGU DTOCAFE Q 8.00 USD"|^|"New Employee Meal (Badge acces not set up yet)"|^|"Food - Business"|^|""|^|"Approved"|^|"0"|^|"8"|^|""
"WGU Labs"|^|"WGULABS"|^|"Approved"|^|"PC-10012306"|^|"2025-03-20-07:00"|^|"2025-04-01-07:00"|^|"1516 WGU Labs - Accelerator"|^|""|^|"03/11/2025 WGU DTOCAFE Q 8.00 USD"|^|"New Employee Meal (Badge access not set up yet)"|^|"Food - Business"|^|""|^|"Approved"|^|"0"|^|"8"|^|""
"WGU Labs"|^|"WGULABS"|^|"Approved"|^|"PC-10012306"|^|"2025-03-20-07:00"|^|"2025-04-01-07:00"|^|"1526 WGU Labs - Comms"|^|""|^|"03/10/2025 AUSTIN MARRIOTT DOWN 8,853.77 USD"|^|"SXSW EDU 2025 Happy Hour (payment split between 2 cards)"|^|"Food - Entertainment"|^|""|^|"Approved"|^|"0"|^|"8853.77"|^|""
"WGU Labs"|^|"WGULABS"|^|"Approved"|^|"PC-10012306"|^|"2025-03-20-07:00"|^|"2025-04-01-07:00"|^|"1526 WGU Labs - Comms"|^|"Tango Card Inc"|^|"03/12/2025 TANGO CARD 750.38 USD"|^|"Tango card incentives for WGU Creates! Equity Campaign"|^|"Market Research"|^|""|^|"Approved"|^|"0"|^|"750.38"|^|""
"WGU Labs"|^|"WGULABS"|^|"Approved"|^|"PC-10012306"|^|"2025-03-20-07:00"|^|"2025-04-01-07:00"|^|"1526 WGU Labs - Comms"|^|""|^|"03/14/2025 THE HECHINGER REPORT 10.53 USD"|^|"Hechinger Report March 2025"|^|"Market Research"|^|""|^|"Approved"|^|"0"|^|"10.53"|^|""
"WGU Labs"|^|"WGULABS"|^|"Approved"|^|"PC-10012306"|^|"2025-03-20-07:00"|^|"2025-04-01-07:00"|^|"1526 WGU Labs - Comms"|^|""|^|"03/11/2025 ASUGSVSUMM* ASU+GSV 1,800.00 USD"|^|"ASU-GSV Registration for David Politis"|^|"Seminar & Conference Fees"|^|""|^|"Approved"|^|"0"|^|"1800"|^|""
"Western Governors University"|^|"WGU"|^|"Approved"|^|"PC-10012313"|^|"2025-03-20-07:00"|^|"2025-04-01-07:00"|^|"1402 Academic Engagement"|^|""|^|"03/08/2025 AFP*NASASPS 625.00 USD"|^|"NASASPS Conference Registration - M. Gilbert"|^|"Seminar & Conference Fees"|^|""|^|"Approved"|^|"0"|^|"625"|^|""
"Western Governors University"|^|"WGU"|^|"Approved"|^|"PC-10012313"|^|"2025-03-20-07:00"|^|"2025-04-01-07:00"|^|"1402 Academic Engagement"|^|""|^|"03/08/2025 AFP*NASASPS 625.00 USD"|^|"NASASPS Conference Registration_Kim Walsh"|^|"Seminar & Conference Fees"|^|""|^|"Approved"|^|"0"|^|"625"|^|""
"Western Governors University"|^|"WGU"|^|"Approved"|^|"PC-10012313"|^|"2025-03-20-07:00"|^|"2025-04-01-07:00"|^|"1402 Academic Engagement"|^|"Missouri Department of Higher Education - Proprietary"|^|"03/10/2025 MO DEPT OF HIGHER ED 510.25 USD"|^|"Missouri Department of Higher Education - New Certificate Program"|^|"Program / Course Development Services"|^|""|^|"Approved"|^|"0"|^|"510.25"|^|""
"Western Governors University"|^|"WGU"|^|"Approved"|^|"PC-10012313"|^|"2025-03-20-07:00"|^|"2025-04-01-07:00"|^|"1402 Academic Engagement"|^|""|^|"03/08/2025 AFP*NASASPS 625.00 USD"|^|"NASASPS Conference Registration_Katie Buckley"|^|"Seminar & Conference Fees"|^|""|^|"Approved"|^|"0"|^|"625"|^|""
"Western Governors University"|^|"WGU"|^|"Approved"|^|"PC-10012313"|^|"2025-03-20-07:00"|^|"2025-04-01-07:00"|^|"1402 Academic Engagement"|^|""|^|"03/08/2025 AFP*NASASPS 625.00 USD"|^|"NASASPS Conference Registration_Mary Kay Jurovcik"|^|"Seminar & Conference Fees"|^|""|^|"Approved"|^|"0"|^|"625"|^|""
"Western Governors University"|^|"WGU"|^|"Approved"|^|"PC-10012327"|^|"2025-03-24-07:00"|^|"2025-04-01-07:00"|^|"1323 Regional Operations - South"|^|""|^|"03/17/2025 OTIS ATGRPH MARRIOTT 7,111.20 USD"|^|"Austin RVP + RD Retreat (March 12-14):"|^|"Lodging (Hotel, Motel, Etc)"|^|""|^|"Approved"|^|"0"|^|"7111.2"|^|""
"Western Governors University"|^|"WGU"|^|"Approved"|^|"PC-10012353"|^|"2025-03-25-07:00"|^|"2025-04-01-07:00"|^|"1301 Office of the CMO"|^|""|^|"03/17/2025 SMITHS FOOD #4133 67.53 USD"|^|""|^|"Meeting Entertainment"|^|""|^|"Approved"|^|"0"|^|"67.53"|^|""
"Western Governors University"|^|"WGU"|^|"Approved"|^|"PC-10012353"|^|"2025-03-25-07:00"|^|"2025-04-01-07:00"|^|"1333 Marketing Creative"|^|""|^|"03/19/2025 AMAZON.COM*802QO64D3 16.62 USD"|^|""|^|"Training & Development"|^|""|^|"Approved"|^|"0"|^|"16.62"|^|""
"WGU Corporation"|^|"WGUCORP"|^|"Approved"|^|"PC-10012356"|^|"2025-03-25-07:00"|^|"2025-04-01-07:00"|^|"1760 Craft (WGUC)"|^|""|^|"03/18/2025 GIFTOGRAM 50.00 USD"|^|""|^|"Promotional Items"|^|""|^|"Approved"|^|"0"|^|"50"|^|""
"WGU Corporation"|^|"WGUCORP"|^|"Approved"|^|"PC-10012356"|^|"2025-03-25-07:00"|^|"2025-04-01-07:00"|^|"1760 Craft (WGUC)"|^|""|^|"03/19/2025 GIFTOGRAM 50.00 USD"|^|""|^|"Promotional Items"|^|""|^|"Approved"|^|"0"|^|"50"|^|""
"WGU Corporation"|^|"WGUCORP"|^|"Approved"|^|"PC-10012356"|^|"2025-03-25-07:00"|^|"2025-04-01-07:00"|^|"1760 Craft (WGUC)"|^|""|^|"03/19/2025 GIFTOGRAM 50.00 USD"|^|""|^|"Promotional Items"|^|""|^|"Approved"|^|"0"|^|"50"|^|""
"WGU Corporation"|^|"WGUCORP"|^|"Approved"|^|"PC-10012356"|^|"2025-03-25-07:00"|^|"2025-04-01-07:00"|^|"1760 Craft (WGUC)"|^|""|^|"03/20/2025 TST*ANNABELLE 1,675.00 USD"|^|""|^|"Awareness & Consideration"|^|""|^|"Approved"|^|"0"|^|"1675"|^|""
"WGU Corporation"|^|"WGUCORP"|^|"Approved"|^|"PC-10012356"|^|"2025-03-25-07:00"|^|"2025-04-01-07:00"|^|"1760 Craft (WGUC)"|^|""|^|"03/20/2025 ASSOCIATION FOR CARE 9,100.00 USD"|^|""|^|"Sponsorships"|^|""|^|"Approved"|^|"0"|^|"9100"|^|""
"WGU Corporation"|^|"WGUCORP"|^|"Approved"|^|"PC-10012356"|^|"2025-03-25-07:00"|^|"2025-04-01-07:00"|^|"1760 Craft (WGUC)"|^|""|^|"03/20/2025 AUSTIN TEXAS PRINT 20.56 USD"|^|""|^|"Promotional Items"|^|""|^|"Approved"|^|"0"|^|"20.56"|^|""
"WGU Corporation"|^|"WGUCORP"|^|"Approved"|^|"PC-10012356"|^|"2025-03-25-07:00"|^|"2025-04-01-07:00"|^|"1760 Craft (WGUC)"|^|""|^|"03/20/2025 VISTAPRINT 303.89 USD"|^|""|^|"Promotional Items"|^|""|^|"Approved"|^|"0"|^|"303.89"|^|""
"Western Governors University"|^|"WGU"|^|"Approved"|^|"PC-10012370"|^|"2025-03-27-07:00"|^|"2025-04-01-07:00"|^|"1307 Referral and Direct Mail Marketing"|^|""|^|"03/17/2025 TEXAS LIVE-SPORTS & 1,337.97 USD"|^|"Replacing broken TV in Dallas - commencement weekend"|^|"Equipment Repairs & Maintenance"|^|""|^|"Approved"|^|"0"|^|"1337.97"|^|""
"Western Governors University"|^|"WGU"|^|"Approved"|^|"PC-10012372"|^|"2025-03-27-07:00"|^|"2025-04-01-07:00"|^|"1312 Strategic Partnerships"|^|"Wow, Inc"|^|"03/17/2025 VARSITY MARKETING 480.25 USD"|^|""|^|"Promotional Items"|^|""|^|"Approved"|^|"0"|^|"480.25"|^|""
"Western Governors University"|^|"WGU"|^|"Approved"|^|"PC-10012374"|^|"2025-03-27-07:00"|^|"2025-04-01-07:00"|^|"1312 Strategic Partnerships"|^|""|^|"03/21/2025 TST*BASQUERIA 239.38 USD"|^|""|^|"Food - Business"|^|""|^|"Approved"|^|"0"|^|"239.38"|^|""
"Western Governors University"|^|"WGU"|^|"Approved"|^|"PC-10012374"|^|"2025-03-27-07:00"|^|"2025-04-01-07:00"|^|"1312 Strategic Partnerships"|^|""|^|"03/23/2025 CULINARY DROPOUT TUC 351.76 USD"|^|""|^|"Food - Business"|^|""|^|"Approved"|^|"0"|^|"351.76"|^|""
"WGU Corporation"|^|"WGUCORP"|^|"Approved"|^|"PC-10012375"|^|"2025-03-27-07:00"|^|"2025-04-01-07:00"|^|"1320 Regional Operations - West"|^|"Regus Management Group LLC"|^|"03/15/2025 REGUS MANAGEMENT GRO 13,552.73 USD"|^|"CA Regus Office"|^|"Office Rent"|^|""|^|"Approved"|^|"0"|^|"13552.73"|^|""
"WGU Corporation"|^|"WGUCORP"|^|"Approved"|^|"PC-10012375"|^|"2025-03-27-07:00"|^|"2025-04-01-07:00"|^|"1320 Regional Operations - West"|^|"Regus Management Group LLC"|^|"02/22/2025 REGUS MANAGEMENT GRO 5,985.85 USD"|^|"CA Regus Office"|^|"Office Rent"|^|""|^|"Approved"|^|"0"|^|"5985.85"|^|""
"WGU Labs"|^|"WGULABS"|^|"Approved"|^|"PC-10012390"|^|"2025-03-28-07:00"|^|"2025-04-01-07:00"|^|"1516 WGU Labs - Accelerator"|^|""|^|"03/19/2025 CURSOR, AI POWERED I 20.00 USD"|^|"Cursor Subscription - Brendan Veranth"|^|"Software"|^|""|^|"Approved"|^|"0"|^|"20"|^|""
"WGU Labs"|^|"WGULABS"|^|"Approved"|^|"PC-10012390"|^|"2025-03-28-07:00"|^|"2025-04-01-07:00"|^|"1516 WGU Labs - Accelerator"|^|""|^|"03/19/2025 CURSOR, AI POWERED I 20.00 USD"|^|"Cursor Subscription - Nate Pedersen"|^|"Software"|^|""|^|"Approved"|^|"0"|^|"20"|^|""
"WGU Labs"|^|"WGULABS"|^|"Approved"|^|"PC-10012390"|^|"2025-03-28-07:00"|^|"2025-04-01-07:00"|^|"1516 WGU Labs - Accelerator"|^|""|^|"03/19/2025 X CORP. PAID FEATURE 40.00 USD"|^|"X Corp Subscription - Brendan Veranth"|^|"Software"|^|""|^|"Approved"|^|"0"|^|"40"|^|""
"WGU Labs"|^|"WGULABS"|^|"Approved"|^|"PC-10012390"|^|"2025-03-28-07:00"|^|"2025-04-01-07:00"|^|"1516 WGU Labs - Accelerator"|^|""|^|"03/18/2025 OPENAI *CHATGPT SUBS 214.50 USD"|^|"ChatGPT Pro Renewal - March 2025"|^|"Software"|^|""|^|"Approved"|^|"0"|^|"214.5"|^|""
"WGU Labs"|^|"WGULABS"|^|"Approved"|^|"PC-10012390"|^|"2025-03-28-07:00"|^|"2025-04-01-07:00"|^|"1516 WGU Labs - Accelerator"|^|""|^|"03/18/2025 X CORP. PAID FEATURE 40.00 USD"|^|"X Corp Subscription for Spencer K."|^|"Software"|^|""|^|"Approved"|^|"0"|^|"40"|^|""
"WGU Labs"|^|"WGULABS"|^|"Approved"|^|"PC-10012390"|^|"2025-03-28-07:00"|^|"2025-04-01-07:00"|^|"1516 WGU Labs - Accelerator"|^|""|^|"03/20/2025 CURSOR, AI POWERED I 20.00 USD"|^|"Cursor Subscription for Cory Hammon"|^|"Software"|^|""|^|"Approved"|^|"0"|^|"20"|^|""
"WGU Labs"|^|"WGULABS"|^|"Approved"|^|"PC-10012390"|^|"2025-03-28-07:00"|^|"2025-04-01-07:00"|^|"1516 WGU Labs - Accelerator"|^|""|^|"03/19/2025 CURSOR, AI POWERED I 20.00 USD"|^|"Cursor Subscription for Spencer K."|^|"Software"|^|""|^|"Approved"|^|"0"|^|"20"|^|""
"WGU Labs"|^|"WGULABS"|^|"Approved"|^|"PC-10012391"|^|"2025-03-28-07:00"|^|"2025-04-01-07:00"|^|"1518 WGU Labs - Product"|^|"Tango Card Inc"|^|"03/20/2025 TANGO CARD 51.75 USD"|^|"Tango Card Incentive for Flourish Interview"|^|"Market Research"|^|""|^|"Approved"|^|"0"|^|"51.75"|^|""
"WGU Labs"|^|"WGULABS"|^|"Approved"|^|"PC-10012391"|^|"2025-03-28-07:00"|^|"2025-04-01-07:00"|^|"1518 WGU Labs - Product"|^|"Tango Card Inc"|^|"03/19/2025 TANGO CARD 10.35 USD"|^|"Tango Incentive"|^|"Market Research"|^|""|^|"Approved"|^|"0"|^|"10.35"|^|""
"Western Governors University"|^|"WGU"|^|"Approved"|^|"PC-10012392"|^|"2025-03-31-07:00"|^|"2025-04-01-07:00"|^|"1322 Regional Operations - Southeast"|^|""|^|"03/27/2025 FEDEX OFFIC853000085 121.16 USD"|^|"Prints made for SHRM Womens Leadership Conference"|^|"Printing / Copies"|^|""|^|"Approved"|^|"0"|^|"121.16"|^|""
"Western Governors University"|^|"WGU"|^|"Approved"|^|"PC-10012392"|^|"2025-03-31-07:00"|^|"2025-04-01-07:00"|^|"1322 Regional Operations - Southeast"|^|""|^|"03/26/2025 DOUBLETREE HOTELS 373.69 USD"|^|"Alesia Carter's stay at the Doubletree to attend Capitol Day"|^|"Lodging (Hotel, Motel, Etc)"|^|""|^|"Approved"|^|"0"|^|"373.69"|^|""
"Western Governors University"|^|"WGU"|^|"Approved"|^|"PC-10012392"|^|"2025-03-31-07:00"|^|"2025-04-01-07:00"|^|"1322 Regional Operations - Southeast"|^|""|^|"03/26/2025 DOUBLETREE HOTELS 373.69 USD"|^|"Dawn Hart's stay at the Doubletree to attend Capitol Day"|^|"Lodging (Hotel, Motel, Etc)"|^|""|^|"Approved"|^|"0"|^|"373.69"|^|""
"Western Governors University"|^|"WGU"|^|"Approved"|^|"PC-10012392"|^|"2025-03-31-07:00"|^|"2025-04-01-07:00"|^|"1322 Regional Operations - Southeast"|^|""|^|"03/23/2025 KROGER #550 447.60 USD"|^|"Gift cards to pay for attendees parking at Capitol Day"|^|"Parking & Tolls"|^|""|^|"Approved"|^|"0"|^|"447.6"|^|""
"Western Governors University"|^|"WGU"|^|"Approved"|^|"PC-10012392"|^|"2025-03-31-07:00"|^|"2025-04-01-07:00"|^|"1322 Regional Operations - Southeast"|^|""|^|"03/24/2025 APPLE SPICE 441.95 USD"|^|"Food and beverage for Day at the Capitol"|^|"Meeting Food & Beverage"|^|""|^|"Approved"|^|"0"|^|"441.95"|^|""
"Western Governors University"|^|"WGU"|^|"Approved"|^|"PC-10012392"|^|"2025-03-31-07:00"|^|"2025-04-01-07:00"|^|"1322 Regional Operations - Southeast"|^|""|^|"03/26/2025 SQ *YELLOW CAB 110.00 USD"|^|"Transportation to and from the Cordell Hull Bldg for Capitol Day"|^|"Car Service (Taxi, Limo, Uber, Lyft, etc)"|^|""|^|"Approved"|^|"0"|^|"110"|^|""
"WGU Corporation"|^|"WGUCORP"|^|"Approved"|^|"PC-10012393"|^|"2025-03-31-07:00"|^|"2025-04-01-07:00"|^|"1115 Facilities Management"|^|""|^|"03/19/2025 SMITHS FUEL #9119 27.00 USD"|^|"Fleet Fuel - Pilot 18"|^|"Automobiles"|^|""|^|"Approved"|^|"0"|^|"27"|^|""
"WGU Corporation"|^|"WGUCORP"|^|"Approved"|^|"PC-10012393"|^|"2025-03-31-07:00"|^|"2025-04-01-07:00"|^|"1115 Facilities Management"|^|""|^|"03/25/2025 UTAH-DMV RENEWAL EXP 352.25 USD"|^|"Fleet Vehicle Registration Certificate - Sage Coach"|^|"Automobiles"|^|""|^|"Approved"|^|"0"|^|"352.25"|^|""
"WGU Corporation"|^|"WGUCORP"|^|"Approved"|^|"PC-10012393"|^|"2025-03-31-07:00"|^|"2025-04-01-07:00"|^|"1115 Facilities Management"|^|""|^|"03/17/2025 SMITHS FUEL #9119 40.55 USD"|^|"Fleet Fuel - Pilot 18"|^|"Automobiles"|^|""|^|"Approved"|^|"0"|^|"40.55"|^|""
"WGU Corporation"|^|"WGUCORP"|^|"Approved"|^|"PC-10012393"|^|"2025-03-31-07:00"|^|"2025-04-01-07:00"|^|"1115 Facilities Management"|^|""|^|"03/24/2025 EMISSIONS PLUS 10.00 USD"|^|"Fleet Registration Fee - Sage Coach"|^|"Automobiles"|^|""|^|"Approved"|^|"0"|^|"10"|^|""
"WGU Corporation"|^|"WGUCORP"|^|"Approved"|^|"PC-10012393"|^|"2025-03-31-07:00"|^|"2025-04-01-07:00"|^|"1115 Facilities Management"|^|""|^|"03/24/2025 CHEVRON 0356752 27.00 USD"|^|"Fleet Fuel - Pilot 18"|^|"Automobiles"|^|""|^|"Approved"|^|"0"|^|"27"|^|""
"WGU Corporation"|^|"WGUCORP"|^|"Approved"|^|"PC-10012393"|^|"2025-03-31-07:00"|^|"2025-04-01-07:00"|^|"1115 Facilities Management"|^|""|^|"03/18/2025 CHEVRON 0356752 18.50 USD"|^|"Fleet Fuel - Accord 15"|^|"Automobiles"|^|""|^|"Approved"|^|"0"|^|"18.5"|^|""
"Western Governors University"|^|"WGU"|^|"Approved"|^|"PC-10012394"|^|"2025-03-31-07:00"|^|"2025-04-01-07:00"|^|"1312 Strategic Partnerships"|^|""|^|"03/27/2025 NGAUS 2,500.00 USD"|^|""|^|"Corporate Memberships, Subscriptions & Dues"|^|""|^|"Approved"|^|"0"|^|"2500"|^|""
"Western Governors University"|^|"WGU"|^|"Approved"|^|"PC-10012395"|^|"2025-03-31-07:00"|^|"2025-04-01-07:00"|^|"1322 Regional Operations - Southeast"|^|""|^|"03/25/2025 THE BUSINESS JOURNAL 96.75 USD"|^|"TBJ Annual Subscription"|^|"Corporate Memberships, Subscriptions & Dues"|^|""|^|"Approved"|^|"0"|^|"96.75"|^|""
