Supplier ID|^|Default Payment Terms|^|Address_Country|^|Address_State|^|Address_City|^|Address_Postal|^|Contract Number|^|Contract_Status|^|Reference ID|^|Payment_Date|^|Quantity|^|Unit of Measure|^|Purchase Order Line|^|Purchase Order Type|^|Company|^|Reference ID Company|^|Spend Type|^|CC HRCY|^|Cost Center|^|Supplier|^|PO No.|^|PO_Created_Date|^|Inv Status|^|Approver|^|Approval Date|^|Acctg Date|^|Inv No.|^|Supplier Inv No.|^|Inv Date|^|Line Description|^|Line Memo|^|Spend Category|^|Inv Line Amt|^|Tax|^|Freight|^|Other Charges|^|Line Split|^|Split CC HRCY|^|Split CC|^|Split Amt|^|Split Tax|^|Split Freight|^|Split Other Charges|^|Worktags|^|Total Inv Amt|^|Pmt Status
"SU-1000479"|^|"Immediate"|^|"United States of America"|^|"UT"|^|"Logan"|^|"84321"|^|""|^|""|^|"SUPPLIER_INVOICE_LINE-3-476821"|^|"2025-01-24-08:00"|^|"0"|^|""|^|"PO-100030566 - Line 2"|^|""|^|"WGU Corporation"|^|"WGUCORP"|^|"Managed"|^|"Administration"|^|"1115 Facilities Management"|^|"JDJ Properties, Inc."|^|"PO-100030566"|^|"2024-07-29T11:04:13.591-07:00"|^|"Approved"|^|"Chris Geissler (434980)"|^|"2025-01-17T10:32:57.739-08:00"|^|"2025-02-01-08:00"|^|"SI-1134635"|^|"106063"|^|"2025-02-01-08:00"|^|"UT Office CAM Charges for FY25 - JDJ Retail I r1011-07 - Feb"|^|""|^|"Common Area Maintenance (CAM)"|^|"5751.71"|^|"0"|^|"0"|^|"0"|^|""|^|""|^|""|^|""|^|""|^|""|^|""|^|""|^|"32817.88"|^|"Paid"
"SU-1000479"|^|"Immediate"|^|"United States of America"|^|"UT"|^|"Logan"|^|"84321"|^|""|^|""|^|"SUPPLIER_INVOICE_LINE-3-476822"|^|"2025-01-24-08:00"|^|"0"|^|""|^|"PO-100030562 - Line 2"|^|""|^|"WGU Corporation"|^|"WGUCORP"|^|"Managed"|^|"Administration"|^|"1115 Facilities Management"|^|"JDJ Properties, Inc."|^|"PO-100030562"|^|"2024-07-29T09:41:48.709-07:00"|^|"Approved"|^|"Chris Geissler (434980)"|^|"2025-01-17T11:39:37.366-08:00"|^|"2025-02-01-08:00"|^|"SI-1134614"|^|"106068"|^|"2025-02-01-08:00"|^|"UT Office CAM Charges for FY25 - JSJ Tower I t1700-02 - Feb"|^|""|^|"Common Area Maintenance (CAM)"|^|"12472.89"|^|"0"|^|"0"|^|"0"|^|""|^|""|^|""|^|""|^|""|^|""|^|""|^|""|^|"306728.02"|^|"Paid"
"SU-1000479"|^|"Immediate"|^|"United States of America"|^|"UT"|^|"Logan"|^|"84321"|^|""|^|""|^|"SUPPLIER_INVOICE_LINE-3-476823"|^|"2025-01-24-08:00"|^|"0"|^|""|^|"PO-100030562 - Line 1"|^|""|^|"WGU Corporation"|^|"WGUCORP"|^|"Managed"|^|"Administration"|^|"1115 Facilities Management"|^|"JDJ Properties, Inc."|^|"PO-100030562"|^|"2024-07-29T09:41:48.709-07:00"|^|"Approved"|^|"Chris Geissler (434980)"|^|"2025-01-17T11:39:37.366-08:00"|^|"2025-02-01-08:00"|^|"SI-1134614"|^|"106068"|^|"2025-02-01-08:00"|^|"UT Office Rent for FY25 JDJ Tower I t1700-02 - Feb"|^|""|^|"Lease Liability"|^|"294255.13"|^|"0"|^|"0"|^|"0"|^|""|^|""|^|""|^|""|^|""|^|""|^|""|^|""|^|"306728.02"|^|"Paid"
"SU-1001071"|^|"Immediate"|^|"United States of America"|^|"UT"|^|"Logan"|^|"84321"|^|""|^|""|^|"SUPPLIER_INVOICE_LINE-3-476840"|^|"2025-01-29-08:00"|^|"0"|^|""|^|"PO-100030561 - Line 2"|^|""|^|"WGU Corporation"|^|"WGUCORP"|^|"Managed"|^|"Administration"|^|"1115 Facilities Management"|^|"Woodlands III Holdings, LLC"|^|"PO-100030561"|^|"2024-07-29T09:41:23.305-07:00"|^|"Approved"|^|"Chris Geissler (434980)"|^|"2025-01-17T10:36:26.341-08:00"|^|"2025-02-01-08:00"|^|"SI-1134606"|^|"106080"|^|"2025-02-01-08:00"|^|"UT Office CAM Charges for FY25 - Woodlands Tower II t2500-03 - Feb"|^|""|^|"Common Area Maintenance (CAM)"|^|"2680.98"|^|"0"|^|"0"|^|"0"|^|""|^|""|^|""|^|""|^|""|^|""|^|""|^|""|^|"109947.33"|^|"Paid"
"SU-1001071"|^|"Immediate"|^|"United States of America"|^|"UT"|^|"Logan"|^|"84321"|^|""|^|""|^|"SUPPLIER_INVOICE_LINE-3-476841"|^|"2025-01-29-08:00"|^|"0"|^|""|^|"PO-100030561 - Line 1"|^|""|^|"WGU Corporation"|^|"WGUCORP"|^|"Managed"|^|"Administration"|^|"1115 Facilities Management"|^|"Woodlands III Holdings, LLC"|^|"PO-100030561"|^|"2024-07-29T09:41:23.305-07:00"|^|"Approved"|^|"Chris Geissler (434980)"|^|"2025-01-17T10:36:26.341-08:00"|^|"2025-02-01-08:00"|^|"SI-1134606"|^|"106080"|^|"2025-02-01-08:00"|^|"UT Office Rent for FY25 - Woodlands Tower II t2500-03 - Feb"|^|""|^|"Lease Liability"|^|"107266.35"|^|"0"|^|"0"|^|"0"|^|""|^|""|^|""|^|""|^|""|^|""|^|""|^|""|^|"109947.33"|^|"Paid"
"SU-1001071"|^|"Immediate"|^|"United States of America"|^|"UT"|^|"Logan"|^|"84321"|^|""|^|""|^|"SUPPLIER_INVOICE_LINE-3-476842"|^|"2025-01-24-08:00"|^|"0"|^|""|^|"PO-100030558 - Line 1"|^|""|^|"WGU Corporation"|^|"WGUCORP"|^|"Managed"|^|"Administration"|^|"1115 Facilities Management"|^|"Woodlands III Holdings, LLC"|^|"PO-100030558"|^|"2024-07-29T09:40:43.602-07:00"|^|"Approved"|^|"Chris Geissler (434980)"|^|"2025-01-17T11:38:03.718-08:00"|^|"2025-02-01-08:00"|^|"SI-1134643"|^|"106073"|^|"2025-02-01-08:00"|^|"UT Office Rent for FY25 Woodlands Tower III t3050-01 - Feb"|^|""|^|"Lease Liability"|^|"140799.15"|^|"0"|^|"0"|^|"0"|^|""|^|""|^|""|^|""|^|""|^|""|^|""|^|""|^|"147074.79"|^|"Paid"
"SU-1001071"|^|"Immediate"|^|"United States of America"|^|"UT"|^|"Logan"|^|"84321"|^|""|^|""|^|"SUPPLIER_INVOICE_LINE-3-476843"|^|"2025-01-24-08:00"|^|"0"|^|""|^|"PO-100030558 - Line 2"|^|""|^|"WGU Corporation"|^|"WGUCORP"|^|"Managed"|^|"Administration"|^|"1115 Facilities Management"|^|"Woodlands III Holdings, LLC"|^|"PO-100030558"|^|"2024-07-29T09:40:43.602-07:00"|^|"Approved"|^|"Chris Geissler (434980)"|^|"2025-01-17T11:38:03.718-08:00"|^|"2025-02-01-08:00"|^|"SI-1134643"|^|"106073"|^|"2025-02-01-08:00"|^|"UT Office CAM Charges for FY25 WoodlandsTower III t3050-01 - Feb"|^|""|^|"Common Area Maintenance (CAM)"|^|"6275.64"|^|"0"|^|"0"|^|"0"|^|""|^|""|^|""|^|""|^|""|^|""|^|""|^|""|^|"147074.79"|^|"Paid"
"SU-1001699"|^|"Immediate"|^|"United States of America"|^|"OH"|^|"Columbus"|^|"43215-6104"|^|""|^|""|^|"SUPPLIER_INVOICE_LINE-3-478109"|^|"2025-01-24-08:00"|^|"0"|^|""|^|"PO-100029973 - Line 1"|^|""|^|"WGU Corporation"|^|"WGUCORP"|^|"Managed"|^|"All Cost Centers"|^|"1002 Government Relations"|^|"Shumaker Advisors LLC"|^|"PO-100029973"|^|"2024-06-28T11:35:08.583-07:00"|^|"Approved"|^|""|^|"2025-01-17T14:20:40.511-08:00"|^|"2025-02-01-08:00"|^|"SI-1134823"|^|"126002"|^|"2025-02-01-08:00"|^|"WGU Direct Lobbying Services - OH"|^|"$5,000/month in Ohio and $8,500/month in North Carolina = $13,500/month"|^|"Consulting Services"|^|"5000"|^|"0"|^|"0"|^|"0"|^|""|^|""|^|""|^|""|^|""|^|""|^|""|^|""|^|"5000"|^|"Paid"
"SU-1001699"|^|"Immediate"|^|"United States of America"|^|"OH"|^|"Columbus"|^|"43215-6104"|^|""|^|""|^|"SUPPLIER_INVOICE_LINE-3-478110"|^|"2025-01-24-08:00"|^|"0"|^|""|^|"PO-100029973 - Line 1"|^|""|^|"WGU Corporation"|^|"WGUCORP"|^|"Managed"|^|"All Cost Centers"|^|"1002 Government Relations"|^|"Shumaker Advisors LLC"|^|"PO-100029973"|^|"2024-06-28T11:35:08.583-07:00"|^|"Approved"|^|""|^|"2025-01-17T14:25:07.452-08:00"|^|"2025-02-01-08:00"|^|"SI-1134821"|^|"126001"|^|"2025-02-01-08:00"|^|"WGU Direct Lobbying Services - North Carolina"|^|"$5,000/month in Ohio and $8,500/month in North Carolina = $13,500/month"|^|"Consulting Services"|^|"8500"|^|"0"|^|"0"|^|"0"|^|""|^|""|^|""|^|""|^|""|^|""|^|""|^|""|^|"8500"|^|"Paid"
"SU-1000059"|^|"Net 30"|^|"United States of America"|^|"MA"|^|"Boston"|^|"02241"|^|""|^|""|^|"SUPPLIER_INVOICE_LINE-3-478540"|^|"2025-02-14-08:00"|^|"0"|^|""|^|"PO-100031003 - Line 1"|^|"Blanket PO"|^|"Western Governors University"|^|"WGU"|^|"Managed"|^|"Academics"|^|"1429 Engineering & Production - Admin"|^|"Apex Systems LLC"|^|"PO-100031003"|^|"2024-08-19T08:04:48.339-07:00"|^|"Approved"|^|""|^|"2025-02-11T10:11:20.812-08:00"|^|"2025-02-01-08:00"|^|"SI-1134892"|^|"0008323369"|^|"2025-01-17-08:00"|^|"Provides project management services to Program Development UPL and Course Development project work."|^|""|^|"Consulting Services"|^|"1270"|^|"0"|^|"0"|^|"0"|^|""|^|""|^|""|^|""|^|""|^|""|^|""|^|""|^|"1270"|^|"Paid"
"SU-1010493"|^|"Net 60"|^|"United States of America"|^|"IN"|^|"INDIANAPOLIS"|^|"46260"|^|""|^|""|^|"SUPPLIER_INVOICE_LINE-3-479651"|^|"2025-02-14-08:00"|^|"1"|^|""|^|""|^|""|^|"Western Governors University"|^|"WGU"|^|"Unmanaged"|^|"Academics"|^|"1421 Prelicensure"|^|"ST. VINCENT HEALTH"|^|""|^|""|^|"Approved"|^|"Curt Fowers (430759)"|^|"2025-02-13T10:14:53.572-08:00"|^|"2025-02-01-08:00"|^|"SI-1135157"|^|"006428"|^|"2024-11-05-08:00"|^|"Nursing Graduation Program"|^|""|^|"Meeting Room Fees"|^|"648"|^|"0"|^|"0"|^|"0"|^|""|^|""|^|""|^|""|^|""|^|""|^|""|^|""|^|"648"|^|"Paid"
"SU-1001775"|^|""|^|"United Kingdom"|^|"SRY"|^|"Godalming"|^|"GU7 1LQ"|^|""|^|""|^|"SUPPLIER_INVOICE_LINE-3-480256"|^|"2025-02-19-08:00"|^|"1"|^|""|^|""|^|""|^|"WGU Corporation"|^|"WGUCORP"|^|"Unmanaged"|^|"All Cost Centers"|^|"1212 Ed Tech Operations Administration"|^|"Q9 Element Ltd"|^|""|^|""|^|"Approved"|^|"John Morton (105705)"|^|"2025-02-13T10:09:33.175-08:00"|^|"2025-02-01-08:00"|^|"SI-1135271"|^|"INV-1380"|^|"2025-01-24-08:00"|^|"Licence Allocated to Space: WGU License allocated from:23 Jan 25 Licence renewal date: 23 Jan 26"|^|""|^|"Software"|^|"6125"|^|"0"|^|"0"|^|"0"|^|""|^|""|^|""|^|""|^|""|^|""|^|""|^|""|^|"6125"|^|"Paid"
"SU-1000842"|^|"Immediate"|^|"United States of America"|^|"UT"|^|"Woods Cross"|^|"84087"|^|""|^|""|^|"SUPPLIER_INVOICE_LINE-3-480260"|^|"2025-02-12-08:00"|^|"1"|^|""|^|""|^|""|^|"WGU Corporation"|^|"WGUCORP"|^|"Unmanaged"|^|"Administration"|^|"1115 Facilities Management"|^|"Single Source Business Products, Inc"|^|""|^|""|^|"Approved"|^|"Cameron Tidwell (108125)"|^|"2025-02-10T09:57:27.876-08:00"|^|"2025-02-01-08:00"|^|"SI-1135273"|^|"21738"|^|"2025-01-24-08:00"|^|"Misc - Furniture T1F4 Westside additional Furniture/Panels"|^|""|^|"Furniture & Fixtures"|^|"5396.65"|^|"0"|^|"0"|^|"0"|^|""|^|""|^|""|^|""|^|""|^|""|^|""|^|""|^|"5396.65"|^|"Paid"
"SU-1003659"|^|""|^|"United States of America"|^|"MS"|^|"Jackson"|^|"39211"|^|""|^|""|^|"SUPPLIER_INVOICE_LINE-3-481421"|^|"2025-02-06-08:00"|^|"1"|^|""|^|""|^|""|^|"Western Governors University"|^|"WGU"|^|"Unmanaged"|^|"Regions & Strategic Partnerships"|^|"1320 Regional Operations - West"|^|"Phi Theta Kappa Honor Society (Nevada/California Region Alumni Association)"|^|""|^|""|^|"Approved"|^|"Rick Benbow (431449)"|^|"2025-02-04T19:52:29.340-08:00"|^|"2025-02-01-08:00"|^|"SI-1135507"|^|"S24-01"|^|"2024-11-14-08:00"|^|"Fri, Mar 21, 20254:00 PM Sat, Mar 22, 20259:30 PM"|^|""|^|"Sponsorships"|^|"850"|^|"0"|^|"0"|^|"0"|^|""|^|""|^|""|^|""|^|""|^|""|^|""|^|""|^|"850"|^|"Paid"
"SU-1000026"|^|"Net 45"|^|"United States of America"|^|"UT"|^|"Salt Lake City"|^|"84115"|^|""|^|""|^|"SUPPLIER_INVOICE_LINE-3-481436"|^|"2025-02-12-08:00"|^|"0"|^|""|^|"PO-100034604 - Line 7"|^|""|^|"WGU Corporation"|^|"WGUCORP"|^|"Managed"|^|"Administration"|^|"1102 Strategic People Services"|^|"Adcentives West, Inc."|^|"PO-100034604"|^|"2025-01-08T09:18:59.381-08:00"|^|"Approved"|^|""|^|"2025-02-07T14:43:30.912-08:00"|^|"2025-02-01-08:00"|^|"SI-1135510"|^|"99739-1"|^|"2025-01-30-08:00"|^|"S&H for Charleston Throw Blanket"|^|""|^|"Postage & Shipping"|^|"354.16"|^|"0"|^|"0"|^|"0"|^|""|^|""|^|""|^|""|^|""|^|""|^|""|^|""|^|"5954.16"|^|"Paid"
"SU-1000026"|^|"Net 45"|^|"United States of America"|^|"UT"|^|"Salt Lake City"|^|"84115"|^|""|^|""|^|"SUPPLIER_INVOICE_LINE-3-481437"|^|"2025-02-12-08:00"|^|"200"|^|"Each"|^|"PO-100034604 - Line 6"|^|""|^|"WGU Corporation"|^|"WGUCORP"|^|"Managed"|^|"Administration"|^|"1102 Strategic People Services"|^|"Adcentives West, Inc."|^|"PO-100034604"|^|"2025-01-08T09:18:59.381-08:00"|^|"Approved"|^|""|^|"2025-02-07T14:43:30.912-08:00"|^|"2025-02-01-08:00"|^|"SI-1135510"|^|"99739-1"|^|"2025-01-30-08:00"|^|"New Hire Welcome Kits Contract Extend Charleston Fringed Throw Blanket Color: Navy Blue with White Decoration Method: Embroidery Decoration Location: Bottom corner Decoration Size: 3 1/4''W x 4''H Decoration Color: White Design Name WGU"|^|""|^|"Promotional Items"|^|"5600"|^|"0"|^|"0"|^|"0"|^|""|^|""|^|""|^|""|^|""|^|""|^|""|^|""|^|"5954.16"|^|"Paid"
"SU-1009624"|^|""|^|"United States of America"|^|"UT"|^|"Pleasant Grove"|^|"84062"|^|""|^|""|^|"SUPPLIER_INVOICE_LINE-3-481483"|^|"2025-02-19-08:00"|^|"1"|^|""|^|""|^|""|^|"WGU Labs"|^|"WGULABS"|^|"Unmanaged"|^|"Affiliates"|^|"1526 WGU Labs - Comms"|^|"Jennings Ryan Skidmore"|^|""|^|""|^|"Approved"|^|"Natalie Berkey (433288)"|^|"2025-02-13T08:27:37.219-08:00"|^|"2025-02-01-08:00"|^|"SI-1135518"|^|"1034"|^|"2025-01-29-08:00"|^|"SEO- continual meetings"|^|""|^|"Web Design"|^|"750"|^|"0"|^|"0"|^|"0"|^|""|^|""|^|""|^|""|^|""|^|""|^|""|^|""|^|"750"|^|"Paid"
"SU-1007141"|^|""|^|"United States of America"|^|"IL"|^|"Chicago"|^|"60674-0680"|^|""|^|""|^|"SUPPLIER_INVOICE_LINE-3-481690"|^|"2025-02-27-08:00"|^|"0"|^|""|^|"PO-100031179 - Line 1"|^|""|^|"Western Governors University"|^|"WGU"|^|"Managed"|^|"Academics"|^|"1418 Program Development - Leavitt School of Health"|^|"Ascend Learning Holdings LLC"|^|"PO-100031179"|^|"2024-08-23T07:14:00.950-07:00"|^|"Approved"|^|"Stephanie Quinn (170070)"|^|"2025-02-24T14:15:20.689-08:00"|^|"2025-02-01-08:00"|^|"SI-1135511"|^|"INV00000000075307"|^|"2025-01-29-08:00"|^|"FY25 BLANKET PO FOR LR MONTHLY BILLING"|^|""|^|"Learning Resources"|^|"0"|^|"0"|^|"0"|^|"0"|^|""|^|""|^|""|^|""|^|""|^|""|^|""|^|""|^|"12957.74"|^|"Paid"
"SU-1001378"|^|"Net 30"|^|"United States of America"|^|"FL"|^|"Gainesville"|^|"32607"|^|""|^|""|^|"SUPPLIER_INVOICE_LINE-3-481703"|^|"2025-02-14-08:00"|^|"0"|^|""|^|"PO-100030740 - Line 1"|^|""|^|"Western Governors University"|^|"WGU"|^|"Managed"|^|"Academics"|^|"1419 Program Development - School of Technology"|^|"EdutainmentLIVE, LLC"|^|"PO-100030740"|^|"2024-08-06T10:01:25.355-07:00"|^|"Approved"|^|"Stephanie Quinn (170070)"|^|"2025-02-11T07:30:58.966-08:00"|^|"2025-02-01-08:00"|^|"SI-1135520"|^|"INV-72073"|^|"2025-01-30-08:00"|^|"FY25 BLANKET PO FOR LR MONTHLY BILLING"|^|""|^|"Learning Resources"|^|"0"|^|"0"|^|"0"|^|"0"|^|""|^|""|^|""|^|""|^|""|^|""|^|""|^|""|^|"900"|^|"Paid"
