Company|^|Reference ID Company|^|Verification Status|^|Verification Number|^|Verification Date|^|Accounting Date for Operational Transaction|^|Cost Center|^|Supplier|^|Trans Detail|^|Line Description|^|Spend Category|^|Purchase Order|^|Trans Status|^|Line Split|^|Line Amount|^|Supplier Contract
"WGU Corporation"|^|"WGUCORP"|^|"Approved"|^|"PC-10012064"|^|"2025-02-18-08:00"|^|"2025-03-01-08:00"|^|"1760 Craft (WGUC)"|^|""|^|"01/31/2025 HILTON HOTEL AUSTIN 1,150.65 USD"|^|""|^|"Lodging (Hotel, Motel, Etc)"|^|""|^|"Approved"|^|"0"|^|"1150.65"|^|""
"WGU Corporation"|^|"WGUCORP"|^|"Approved"|^|"PC-10012092"|^|"2025-02-20-08:00"|^|"2025-03-01-08:00"|^|"1320 Regional Operations - West"|^|"Regus Management Group LLC"|^|"01/24/2025 REGUS MANAGEMENT GRO 3,678.00 USD"|^|"CA Regus Office - New office retainer"|^|"Office Rent"|^|""|^|"Approved"|^|"0"|^|"3678"|^|""
"WGU Corporation"|^|"WGUCORP"|^|"Approved"|^|"PC-10012092"|^|"2025-02-20-08:00"|^|"2025-03-01-08:00"|^|"1320 Regional Operations - West"|^|"Regus Management Group LLC"|^|"01/24/2025 REGUS MANAGEMENT GRO 1,923.22 USD"|^|"CA Regus Office - New Office Activation"|^|"Office Rent"|^|""|^|"Approved"|^|"0"|^|"1923.22"|^|""
"WGU Corporation"|^|"WGUCORP"|^|"Approved"|^|"PC-10012095"|^|"2025-02-20-08:00"|^|"2025-03-01-08:00"|^|"1115 Facilities Management"|^|""|^|"02/10/2025 AMAZON MARK* 1B7TP7Z 62.94 USD"|^|""|^|"Office Supplies"|^|""|^|"Approved"|^|"0"|^|"62.94"|^|""
"WGU Corporation"|^|"WGUCORP"|^|"Approved"|^|"PC-10012095"|^|"2025-02-20-08:00"|^|"2025-03-01-08:00"|^|"1115 Facilities Management"|^|"Cintas Corporation No. 2"|^|"02/05/2025 CINTAS CORP 61.30 USD"|^|""|^|"Office Supplies"|^|""|^|"Approved"|^|"0"|^|"61.3"|^|""
"WGU Corporation"|^|"WGUCORP"|^|"Approved"|^|"PC-10012095"|^|"2025-02-20-08:00"|^|"2025-03-01-08:00"|^|"1115 Facilities Management"|^|""|^|"02/09/2025 AMAZON MARK* AW1OZ3L 52.12 USD"|^|""|^|"Office Supplies"|^|""|^|"Approved"|^|"0"|^|"52.12"|^|""
"WGU Corporation"|^|"WGUCORP"|^|"Approved"|^|"PC-10012095"|^|"2025-02-20-08:00"|^|"2025-03-01-08:00"|^|"1115 Facilities Management"|^|""|^|"02/12/2025 AMAZON RETA* BZ1593G 201.33 USD"|^|""|^|"Office Supplies"|^|""|^|"Approved"|^|"0"|^|"201.33"|^|""
"WGU Corporation"|^|"WGUCORP"|^|"Approved"|^|"PC-10012095"|^|"2025-02-20-08:00"|^|"2025-03-01-08:00"|^|"1115 Facilities Management"|^|"UPS Ground Freight Inc"|^|"02/10/2025 UPS*BILLING CENTER 37.45 USD"|^|""|^|"Postage & Shipping"|^|""|^|"Approved"|^|"0"|^|"37.45"|^|""
"WGU Corporation"|^|"WGUCORP"|^|"Approved"|^|"PC-10012095"|^|"2025-02-20-08:00"|^|"2025-03-01-08:00"|^|"1115 Facilities Management"|^|""|^|"02/11/2025 AMZN MKTP US*XR22J3T 64.62 USD"|^|""|^|"Office Supplies"|^|""|^|"Approved"|^|"0"|^|"64.62"|^|""
"WGU Corporation"|^|"WGUCORP"|^|"Approved"|^|"PC-10012095"|^|"2025-02-20-08:00"|^|"2025-03-01-08:00"|^|"1115 Facilities Management"|^|"FedEx Freight and Express"|^|"02/08/2025 FEDEX33653240 2,210.43 USD"|^|""|^|"Postage & Shipping"|^|""|^|"Approved"|^|"0"|^|"2210.43"|^|""
"WGU Corporation"|^|"WGUCORP"|^|"Approved"|^|"PC-10012095"|^|"2025-02-20-08:00"|^|"2025-03-01-08:00"|^|"1115 Facilities Management"|^|""|^|"02/08/2025 AMZN MKTP US*Z72AV9S 12.16 USD"|^|""|^|"Office Supplies"|^|""|^|"Approved"|^|"0"|^|"12.16"|^|""
"WGU Corporation"|^|"WGUCORP"|^|"Approved"|^|"PC-10012095"|^|"2025-02-20-08:00"|^|"2025-03-01-08:00"|^|"1115 Facilities Management"|^|""|^|"02/07/2025 WORLDWIDE EXPRESS 1,835.64 USD"|^|""|^|"Postage & Shipping"|^|""|^|"Approved"|^|"0"|^|"1835.64"|^|""
"WGU Corporation"|^|"WGUCORP"|^|"Approved"|^|"PC-10012095"|^|"2025-02-20-08:00"|^|"2025-03-01-08:00"|^|"1115 Facilities Management"|^|""|^|"02/07/2025 AMZN MKTP US*Z78T89Q 141.17 USD"|^|""|^|"Office Supplies"|^|""|^|"Approved"|^|"0"|^|"141.17"|^|""
"WGU Corporation"|^|"WGUCORP"|^|"Approved"|^|"PC-10012095"|^|"2025-02-20-08:00"|^|"2025-03-01-08:00"|^|"1115 Facilities Management"|^|""|^|"02/13/2025 SQ *LOCKSMITH 262.98 USD"|^|""|^|"Equipment Repairs & Maintenance"|^|""|^|"Approved"|^|"0"|^|"262.98"|^|""
"WGU Corporation"|^|"WGUCORP"|^|"Approved"|^|"PC-10012095"|^|"2025-02-20-08:00"|^|"2025-03-01-08:00"|^|"1115 Facilities Management"|^|""|^|"02/14/2025 SQ *BEVGAS LLC 53.86 USD"|^|""|^|"Office Supplies"|^|""|^|"Approved"|^|"0"|^|"53.86"|^|""
"WGU Corporation"|^|"WGUCORP"|^|"Approved"|^|"PC-10012135"|^|"2025-02-26-08:00"|^|"2025-03-01-08:00"|^|"1222 WGU Production Studio"|^|"B&H Foto & Electronics Corp"|^|"02/18/2025 B&H PHOTO 800-606-69 5,736.35 USD"|^|"Studio A/V Portable Recording Kit"|^|"Audio / Visual Equipment"|^|""|^|"Approved"|^|"0"|^|"5736.35"|^|""
"WGU Corporation"|^|"WGUCORP"|^|"Approved"|^|"PC-10012143"|^|"2025-02-27-08:00"|^|"2025-03-01-08:00"|^|"1115 Facilities Management"|^|""|^|"02/19/2025 AMAZON RETA* WJ8AR9F 8.64 USD"|^|"Glue and WD40"|^|"Equipment Repairs & Maintenance"|^|""|^|"Approved"|^|"0"|^|"8.64"|^|""
"WGU Corporation"|^|"WGUCORP"|^|"Approved"|^|"PC-10012143"|^|"2025-02-27-08:00"|^|"2025-03-01-08:00"|^|"1115 Facilities Management"|^|""|^|"02/18/2025 AMAZON RETA* BX42O1Y 611.90 USD"|^|"Soap"|^|"Lab Equipment"|^|""|^|"Approved"|^|"0"|^|"611.9"|^|""
"WGU Corporation"|^|"WGUCORP"|^|"Approved"|^|"PC-10012143"|^|"2025-02-27-08:00"|^|"2025-03-01-08:00"|^|"1115 Facilities Management"|^|""|^|"02/11/2025 GRAINGER 494.54 USD"|^|"Bins"|^|"Lab Equipment"|^|""|^|"Approved"|^|"0"|^|"494.54"|^|""
"WGU Corporation"|^|"WGUCORP"|^|"Approved"|^|"PC-10012143"|^|"2025-02-27-08:00"|^|"2025-03-01-08:00"|^|"1115 Facilities Management"|^|""|^|"02/11/2025 SP SEVILLECLASSICS 499.98 USD"|^|"Blue Bin Carts"|^|"Lab Equipment"|^|""|^|"Approved"|^|"0"|^|"499.98"|^|""
"WGU Corporation"|^|"WGUCORP"|^|"Approved"|^|"PC-10012143"|^|"2025-02-27-08:00"|^|"2025-03-01-08:00"|^|"1115 Facilities Management"|^|""|^|"02/11/2025 THE HOME DEPOT #2018 (25.07) USD"|^|"Hardware"|^|"Lab Equipment"|^|""|^|"Approved"|^|"0"|^|"-25.07"|^|""
"WGU Corporation"|^|"WGUCORP"|^|"Approved"|^|"PC-10012143"|^|"2025-02-27-08:00"|^|"2025-03-01-08:00"|^|"1115 Facilities Management"|^|""|^|"02/13/2025 AMAZON MARK* CF7O33X 128.34 USD"|^|"Desk Surge Protectors"|^|"Lab Equipment"|^|""|^|"Approved"|^|"0"|^|"128.34"|^|""
"WGU Corporation"|^|"WGUCORP"|^|"Approved"|^|"PC-10012143"|^|"2025-02-27-08:00"|^|"2025-03-01-08:00"|^|"1115 Facilities Management"|^|""|^|"02/12/2025 AMAZON MARK* IE3WL6R 106.88 USD"|^|"Dryer Pressure Switch"|^|"Lab Equipment"|^|""|^|"Approved"|^|"0"|^|"106.88"|^|""
"WGU Corporation"|^|"WGUCORP"|^|"Approved"|^|"PC-10012143"|^|"2025-02-27-08:00"|^|"2025-03-01-08:00"|^|"1115 Facilities Management"|^|""|^|"02/11/2025 THE HOME DEPOT #2018 35.53 USD"|^|"Trash Liners, Hardware"|^|"Lab Equipment"|^|""|^|"Approved"|^|"0"|^|"35.53"|^|""
"WGU Corporation"|^|"WGUCORP"|^|"Approved"|^|"PC-10012143"|^|"2025-02-27-08:00"|^|"2025-03-01-08:00"|^|"1115 Facilities Management"|^|"Delta Mu Delta Honor Society (Inactive)"|^|"02/18/2025 DELTA 97.84 USD"|^|"Cargo Shipment"|^|"Freight Carrier Shipping"|^|""|^|"Approved"|^|"0"|^|"97.84"|^|""
"WGU Corporation"|^|"WGUCORP"|^|"Approved"|^|"PC-10012143"|^|"2025-02-27-08:00"|^|"2025-03-01-08:00"|^|"1115 Facilities Management"|^|""|^|"02/13/2025 AMAZON MARK* 0L11W6B 192.45 USD"|^|"Marker HOlder"|^|"Office Supplies"|^|""|^|"Approved"|^|"0"|^|"192.45"|^|""
"WGU Corporation"|^|"WGUCORP"|^|"Approved"|^|"PC-10012143"|^|"2025-02-27-08:00"|^|"2025-03-01-08:00"|^|"1115 Facilities Management"|^|""|^|"02/16/2025 AMAZON MARK* R210T3W 10.69 USD"|^|"Silicone Tubing"|^|"Lab Equipment"|^|""|^|"Approved"|^|"0"|^|"10.69"|^|""
"WGU Corporation"|^|"WGUCORP"|^|"Approved"|^|"PC-10012143"|^|"2025-02-27-08:00"|^|"2025-03-01-08:00"|^|"1115 Facilities Management"|^|""|^|"02/22/2025 AMAZON MARK* OO6PQ7K 41.70 USD"|^|"Silicone Tubing"|^|"Lab Equipment"|^|""|^|"Approved"|^|"0"|^|"41.7"|^|""
"WGU Corporation"|^|"WGUCORP"|^|"Approved"|^|"PC-10012143"|^|"2025-02-27-08:00"|^|"2025-03-01-08:00"|^|"1115 Facilities Management"|^|""|^|"02/16/2025 AMAZON MARK* GG8A50R 38.49 USD"|^|"Marker Holders"|^|"Office Supplies"|^|""|^|"Approved"|^|"0"|^|"38.49"|^|""
"WGU Corporation"|^|"WGUCORP"|^|"Approved"|^|"PC-10012143"|^|"2025-02-27-08:00"|^|"2025-03-01-08:00"|^|"1115 Facilities Management"|^|""|^|"02/21/2025 THE HOME DEPOT #2018 39.79 USD"|^|"Hardware"|^|"Lab Equipment"|^|""|^|"Approved"|^|"0"|^|"39.79"|^|""
"WGU Corporation"|^|"WGUCORP"|^|"Approved"|^|"PC-10012143"|^|"2025-02-27-08:00"|^|"2025-03-01-08:00"|^|"1115 Facilities Management"|^|""|^|"02/19/2025 THE HOME DEPOT #2018 (8.38) USD"|^|"Pipe Insulation Return"|^|"Lab Equipment"|^|""|^|"Approved"|^|"0"|^|"-8.38"|^|""
"WGU Corporation"|^|"WGUCORP"|^|"Approved"|^|"PC-10012143"|^|"2025-02-27-08:00"|^|"2025-03-01-08:00"|^|"1115 Facilities Management"|^|""|^|"02/15/2025 AMAZON MARK* J192C1B 25.66 USD"|^|"Marker Holders"|^|"Office Supplies"|^|""|^|"Approved"|^|"0"|^|"25.66"|^|""
"WGU Corporation"|^|"WGUCORP"|^|"Approved"|^|"PC-10012143"|^|"2025-02-27-08:00"|^|"2025-03-01-08:00"|^|"1115 Facilities Management"|^|""|^|"02/22/2025 AMAZON MARK* AB11T05 20.32 USD"|^|"Silicone Tubing"|^|"Lab Equipment"|^|""|^|"Approved"|^|"0"|^|"20.32"|^|""
"WGU Corporation"|^|"WGUCORP"|^|"Approved"|^|"PC-10012143"|^|"2025-02-27-08:00"|^|"2025-03-01-08:00"|^|"1115 Facilities Management"|^|""|^|"02/19/2025 THE HOME DEPOT #2018 60.52 USD"|^|"Zip Tie Bases"|^|"Lab Equipment"|^|""|^|"Approved"|^|"0"|^|"60.52"|^|""
"WGU Corporation"|^|"WGUCORP"|^|"Approved"|^|"PC-10012143"|^|"2025-02-27-08:00"|^|"2025-03-01-08:00"|^|"1115 Facilities Management"|^|""|^|"02/14/2025 B&H PHOTO 800-606-69 (52.43) USD"|^|"Camera Mount Refund"|^|"Security Equipment (cameras, readers, cards, etc)"|^|""|^|"Approved"|^|"0"|^|"-52.43"|^|""
"WGU Corporation"|^|"WGUCORP"|^|"Approved"|^|"PC-10012143"|^|"2025-02-27-08:00"|^|"2025-03-01-08:00"|^|"1115 Facilities Management"|^|""|^|"02/15/2025 AMAZON MARK* 4X3G692 31.99 USD"|^|"Electrical Contactor"|^|"Lab Equipment"|^|""|^|"Approved"|^|"0"|^|"31.99"|^|""
"WGU Corporation"|^|"WGUCORP"|^|"Approved"|^|"PC-10012143"|^|"2025-02-27-08:00"|^|"2025-03-01-08:00"|^|"1115 Facilities Management"|^|""|^|"02/18/2025 AMAZON RETA* L48J31S 13.25 USD"|^|"Glue and WD40"|^|"Equipment Repairs & Maintenance"|^|""|^|"Approved"|^|"0"|^|"13.25"|^|""
"WGU Corporation"|^|"WGUCORP"|^|"Approved"|^|"PC-10012143"|^|"2025-02-27-08:00"|^|"2025-03-01-08:00"|^|"1115 Facilities Management"|^|""|^|"02/18/2025 ALGO COMMUNICATION P 500.00 USD"|^|"Emergency Annunciator"|^|"Security Equipment (cameras, readers, cards, etc)"|^|""|^|"Approved"|^|"0"|^|"500"|^|""
"WGU Corporation"|^|"WGUCORP"|^|"Approved"|^|"PC-10012143"|^|"2025-02-27-08:00"|^|"2025-03-01-08:00"|^|"1115 Facilities Management"|^|""|^|"02/15/2025 THE HOME DEPOT #2018 221.96 USD"|^|"Hardware and Drill Bits"|^|"Lab Equipment"|^|""|^|"Approved"|^|"0"|^|"221.96"|^|""
"WGU Corporation"|^|"WGUCORP"|^|"Approved"|^|"PC-10012146"|^|"2025-02-28-08:00"|^|"2025-03-01-08:00"|^|"1488 IPM Transformation PM"|^|""|^|"02/21/2025 IN *DINING DELIGHTS, 500.00 USD"|^|"IPM: deposit for teambuilding activity"|^|"Employee Relations and Recognition"|^|""|^|"Approved"|^|"0"|^|"500"|^|""
"WGU Corporation"|^|"WGUCORP"|^|"Approved"|^|"PC-10012148"|^|"2025-02-28-08:00"|^|"2025-03-01-08:00"|^|"1502 WGU Advancement (WGUC)"|^|""|^|"02/25/2025 AMAZON.COM*W62GT17W3 108.49 USD"|^|""|^|"Office Supplies"|^|""|^|"Approved"|^|"0"|^|"108.49"|^|""
"WGU Corporation"|^|"WGUCORP"|^|"Approved"|^|"PC-10012148"|^|"2025-02-28-08:00"|^|"2025-03-01-08:00"|^|"1502 WGU Advancement (WGUC)"|^|""|^|"02/25/2025 AMAZON.COM*801OQ21C3 74.63 USD"|^|""|^|"Office Supplies"|^|""|^|"Approved"|^|"0"|^|"74.63"|^|""
"Western Governors University"|^|"WGU"|^|"Approved"|^|"PC-10012150"|^|"2025-02-28-08:00"|^|"2025-03-01-08:00"|^|"1472 College Heads - School of Technology"|^|""|^|"02/21/2025 TST* THIRST DRINKS- (94.75) USD"|^|"Reversal of duplicate charge"|^|"Meeting Food & Beverage"|^|""|^|"Approved"|^|"0"|^|"-94.75"|^|""
"Western Governors University"|^|"WGU"|^|"Approved"|^|"PC-10012150"|^|"2025-02-28-08:00"|^|"2025-03-01-08:00"|^|"1472 College Heads - School of Technology"|^|""|^|"02/11/2025 TST* THIRST DRINKS- 94.75 USD"|^|"Duplicate charge for beignets - Dir+ Meeting"|^|"Meeting Food & Beverage"|^|""|^|"Approved"|^|"0"|^|"94.75"|^|""
"WGU Corporation"|^|"WGUCORP"|^|"Approved"|^|"PC-10012155"|^|"2025-03-02-08:00"|^|"2025-03-02-08:00"|^|"1413 Evaluation - School of Technology"|^|"Pearson Education"|^|"02/17/2025 LINUX PROF. INST. 38,250.00 USD"|^|""|^|"3rd Party Certification Exams"|^|"PO-100030870"|^|"Approved"|^|"0"|^|"38250"|^|""
"WGU Corporation"|^|"WGUCORP"|^|"Approved"|^|"PC-10012155"|^|"2025-03-02-08:00"|^|"2025-03-02-08:00"|^|"1413 Evaluation - School of Technology"|^|"Cisco Systems, Inc."|^|"02/20/2025 WL *VUE*TESTING EXAM 18,000.00 USD"|^|""|^|"3rd Party Certification Exams"|^|"PO-100030813"|^|"Approved"|^|"0"|^|"18000"|^|""
"WGU Corporation"|^|"WGUCORP"|^|"Approved"|^|"PC-10012155"|^|"2025-03-02-08:00"|^|"2025-03-02-08:00"|^|"1413 Evaluation - School of Technology"|^|"PEOPLECERT INTERNATIONAL LTD"|^|"02/20/2025 PEOPLECERT 25,925.00 USD"|^|"PeopleCert only allows orders of 100 vouchers at a time. The vendor combines orders made same day into 1 invoice. Invoice #SERV25- CY08866 covers the 6 orders placed on 2/20"|^|"3rd Party Certification Exams"|^|"PO-100030868"|^|"Approved"|^|"0"|^|"25925"|^|""
