Supplier ID|^|Default Payment Terms|^|Address_Country|^|Address_State|^|Address_City|^|Address_Postal|^|Contract Number|^|Contract_Status|^|Reference ID|^|Payment_Date|^|Quantity|^|Unit of Measure|^|Purchase Order Line|^|Purchase Order Type|^|Company|^|Reference ID Company|^|Spend Type|^|CC HRCY|^|Cost Center|^|Supplier|^|PO No.|^|PO_Created_Date|^|Inv Status|^|Approver|^|Approval Date|^|Acctg Date|^|Inv No.|^|Supplier Inv No.|^|Inv Date|^|Line Description|^|Line Memo|^|Spend Category|^|Inv Line Amt|^|Tax|^|Freight|^|Other Charges|^|Line Split|^|Split CC HRCY|^|Split CC|^|Split Amt|^|Split Tax|^|Split Freight|^|Split Other Charges|^|Worktags|^|Total Inv Amt|^|Pmt Status
"SU-1000584"|^|"Net 30"|^|"United States of America"|^|"TX"|^|"Dallas"|^|"75312-1080"|^|""|^|""|^|"SUPPLIER_INVOICE_LINE-3-536759"|^|"2025-07-17-07:00"|^|"20"|^|"Each"|^|"PO-100037506 - Line 35"|^|""|^|"Western Governors University"|^|"WGU"|^|"Managed"|^|"Academics"|^|"1601 Nurse Practitioner"|^|"Medline Industries, Inc."|^|"PO-100037506"|^|"2025-05-29T16:30:25.581-07:00"|^|"Approved"|^|"Jamie Triplett (101956)"|^|"2025-07-11T12:05:26.946-07:00"|^|"2025-07-01-07:00"|^|"SI-1147362"|^|"2373215710"|^|"2025-06-02-07:00"|^|"STOCKINETTES: NONSTERILE TUBULAR UNBLEACHED STOCKINETTE, 3" X 25 YD."|^|""|^|"Nursing Materials"|^|"246.6"|^|"0"|^|"0"|^|"0"|^|""|^|""|^|""|^|""|^|""|^|""|^|""|^|""|^|"2539.94"|^|"Paid"
"SU-1000584"|^|"Net 30"|^|"United States of America"|^|"TX"|^|"Dallas"|^|"75312-1080"|^|""|^|""|^|"SUPPLIER_INVOICE_LINE-3-536810"|^|"2025-07-17-07:00"|^|"20"|^|"Each"|^|"PO-100037506 - Line 34"|^|""|^|"Western Governors University"|^|"WGU"|^|"Managed"|^|"Academics"|^|"1601 Nurse Practitioner"|^|"Medline Industries, Inc."|^|"PO-100037506"|^|"2025-05-29T16:30:25.581-07:00"|^|"Approved"|^|"Jamie Triplett (101956)"|^|"2025-07-11T12:05:26.946-07:00"|^|"2025-07-01-07:00"|^|"SI-1147362"|^|"2373215710"|^|"2025-06-02-07:00"|^|"STOCKINETTES: NONSTERILE TUBULAR UNBLEACHED STOCKINETTE, 2" X 25 YD."|^|""|^|"Nursing Materials"|^|"184.8"|^|"0"|^|"0"|^|"0"|^|""|^|""|^|""|^|""|^|""|^|""|^|""|^|""|^|"2539.94"|^|"Paid"
"SU-1000584"|^|"Net 30"|^|"United States of America"|^|"TX"|^|"Dallas"|^|"75312-1080"|^|""|^|""|^|"SUPPLIER_INVOICE_LINE-3-536813"|^|"2025-07-17-07:00"|^|"3"|^|"Each"|^|"PO-100037506 - Line 32"|^|""|^|"Western Governors University"|^|"WGU"|^|"Managed"|^|"Academics"|^|"1601 Nurse Practitioner"|^|"Medline Industries, Inc."|^|"PO-100037506"|^|"2025-05-29T16:30:25.581-07:00"|^|"Approved"|^|"Jamie Triplett (101956)"|^|"2025-07-11T12:05:26.946-07:00"|^|"2025-07-01-07:00"|^|"SI-1147362"|^|"2373215710"|^|"2025-06-02-07:00"|^|"SPLINTS, ORTHO-GLASS: ORTHO-GLASS SPLINTING SYSTEM, 3" X 15'"|^|""|^|"Nursing Materials"|^|"306.03"|^|"0"|^|"0"|^|"0"|^|""|^|""|^|""|^|""|^|""|^|""|^|""|^|""|^|"2539.94"|^|"Paid"
"SU-1000584"|^|"Net 30"|^|"United States of America"|^|"TX"|^|"Dallas"|^|"75312-1080"|^|""|^|""|^|"SUPPLIER_INVOICE_LINE-3-536814"|^|"2025-07-17-07:00"|^|"1"|^|"Each"|^|"PO-100037506 - Line 9"|^|""|^|"Western Governors University"|^|"WGU"|^|"Managed"|^|"Academics"|^|"1601 Nurse Practitioner"|^|"Medline Industries, Inc."|^|"PO-100037506"|^|"2025-05-29T16:30:25.581-07:00"|^|"Approved"|^|"Jamie Triplett (101956)"|^|"2025-07-11T12:05:26.946-07:00"|^|"2025-07-01-07:00"|^|"SI-1147362"|^|"2373215710"|^|"2025-06-02-07:00"|^|"Biopsy Punch 3mm"|^|""|^|"Nursing Materials"|^|"52.38"|^|"0"|^|"0"|^|"0"|^|""|^|""|^|""|^|""|^|""|^|""|^|""|^|""|^|"2539.94"|^|"Paid"
"SU-1000584"|^|"Net 30"|^|"United States of America"|^|"TX"|^|"Dallas"|^|"75312-1080"|^|""|^|""|^|"SUPPLIER_INVOICE_LINE-3-536815"|^|"2025-07-17-07:00"|^|"2"|^|"Each"|^|"PO-100037506 - Line 31"|^|""|^|"Western Governors University"|^|"WGU"|^|"Managed"|^|"Academics"|^|"1601 Nurse Practitioner"|^|"Medline Industries, Inc."|^|"PO-100037506"|^|"2025-05-29T16:30:25.581-07:00"|^|"Approved"|^|"Jamie Triplett (101956)"|^|"2025-07-11T12:05:26.946-07:00"|^|"2025-07-01-07:00"|^|"SI-1147362"|^|"2373215710"|^|"2025-06-02-07:00"|^|"NEEDLES: PRECISIONGLIDE REGULAR BEVEL NEEDLE, SPECIALTY HYPODERMIC, 21G X 2""|^|""|^|"Nursing Materials"|^|"69.42"|^|"0"|^|"0"|^|"0"|^|""|^|""|^|""|^|""|^|""|^|""|^|""|^|""|^|"2539.94"|^|"Paid"
"SU-1000584"|^|"Net 30"|^|"United States of America"|^|"TX"|^|"Dallas"|^|"75312-1080"|^|""|^|""|^|"SUPPLIER_INVOICE_LINE-3-536820"|^|"2025-07-17-07:00"|^|"4"|^|"Each"|^|"PO-100037506 - Line 28"|^|""|^|"Western Governors University"|^|"WGU"|^|"Managed"|^|"Academics"|^|"1601 Nurse Practitioner"|^|"Medline Industries, Inc."|^|"PO-100037506"|^|"2025-05-29T16:30:25.581-07:00"|^|"Approved"|^|"Jamie Triplett (101956)"|^|"2025-07-11T12:05:26.946-07:00"|^|"2025-07-01-07:00"|^|"SI-1147362"|^|"2373215710"|^|"2025-06-02-07:00"|^|"20 ml Luer Lock Syringes"|^|""|^|"Nursing Materials"|^|"75.16"|^|"0"|^|"0"|^|"0"|^|""|^|""|^|""|^|""|^|""|^|""|^|""|^|""|^|"2539.94"|^|"Paid"
"SU-1000584"|^|"Net 30"|^|"United States of America"|^|"TX"|^|"Dallas"|^|"75312-1080"|^|""|^|""|^|"SUPPLIER_INVOICE_LINE-3-536823"|^|"2025-07-17-07:00"|^|"2"|^|"Each"|^|"PO-100037506 - Line 5"|^|""|^|"Western Governors University"|^|"WGU"|^|"Managed"|^|"Academics"|^|"1601 Nurse Practitioner"|^|"Medline Industries, Inc."|^|"PO-100037506"|^|"2025-05-29T16:30:25.581-07:00"|^|"Approved"|^|"Jamie Triplett (101956)"|^|"2025-07-11T12:05:26.946-07:00"|^|"2025-07-01-07:00"|^|"SI-1147362"|^|"2373215710"|^|"2025-06-02-07:00"|^|"Cornstarch Powder"|^|""|^|"Nursing Materials"|^|"2.46"|^|"0"|^|"0"|^|"0"|^|""|^|""|^|""|^|""|^|""|^|""|^|""|^|""|^|"2539.94"|^|"Paid"
"SU-1000584"|^|"Net 30"|^|"United States of America"|^|"TX"|^|"Dallas"|^|"75312-1080"|^|""|^|""|^|"SUPPLIER_INVOICE_LINE-3-536824"|^|"2025-07-17-07:00"|^|"2"|^|"Each"|^|"PO-100037506 - Line 4"|^|""|^|"Western Governors University"|^|"WGU"|^|"Managed"|^|"Academics"|^|"1601 Nurse Practitioner"|^|"Medline Industries, Inc."|^|"PO-100037506"|^|"2025-05-29T16:30:25.581-07:00"|^|"Approved"|^|"Jamie Triplett (101956)"|^|"2025-07-11T12:05:26.946-07:00"|^|"2025-07-01-07:00"|^|"SI-1147362"|^|"2373215710"|^|"2025-06-02-07:00"|^|"Sterile Cotton Tipped Applicators"|^|""|^|"Nursing Materials"|^|"6.86"|^|"0"|^|"0"|^|"0"|^|""|^|""|^|""|^|""|^|""|^|""|^|""|^|""|^|"2539.94"|^|"Paid"
"SU-1000584"|^|"Net 30"|^|"United States of America"|^|"TX"|^|"Dallas"|^|"75312-1080"|^|""|^|""|^|"SUPPLIER_INVOICE_LINE-3-536829"|^|"2025-07-17-07:00"|^|"100"|^|"Each"|^|"PO-100037506 - Line 24"|^|""|^|"Western Governors University"|^|"WGU"|^|"Managed"|^|"Academics"|^|"1601 Nurse Practitioner"|^|"Medline Industries, Inc."|^|"PO-100037506"|^|"2025-05-29T16:30:25.581-07:00"|^|"Approved"|^|"Jamie Triplett (101956)"|^|"2025-07-11T12:05:26.946-07:00"|^|"2025-07-01-07:00"|^|"SI-1147362"|^|"2373215710"|^|"2025-06-02-07:00"|^|"SPECIMEN CONTAINERS: SPECIMEN CONTAINER WITH STERILE FLUID PATHWAY, 4 OZ."|^|""|^|"Nursing Materials"|^|"42"|^|"0"|^|"0"|^|"0"|^|""|^|""|^|""|^|""|^|""|^|""|^|""|^|""|^|"2539.94"|^|"Paid"
"SU-1000584"|^|"Net 30"|^|"United States of America"|^|"TX"|^|"Dallas"|^|"75312-1080"|^|""|^|""|^|"SUPPLIER_INVOICE_LINE-3-536830"|^|"2025-07-17-07:00"|^|"10"|^|"Each"|^|"PO-100037506 - Line 23"|^|""|^|"Western Governors University"|^|"WGU"|^|"Managed"|^|"Academics"|^|"1601 Nurse Practitioner"|^|"Medline Industries, Inc."|^|"PO-100037506"|^|"2025-05-29T16:30:25.581-07:00"|^|"Approved"|^|"Jamie Triplett (101956)"|^|"2025-07-11T12:05:26.946-07:00"|^|"2025-07-01-07:00"|^|"SI-1147362"|^|"2373215710"|^|"2025-06-02-07:00"|^|"SKIN PREP PADS: ALCOHOL PREP PADS, 2-PLY, SIZE M, 1-1/8" X 2-3/8""|^|""|^|"Nursing Materials"|^|"17.4"|^|"0"|^|"0"|^|"0"|^|""|^|""|^|""|^|""|^|""|^|""|^|""|^|""|^|"2539.94"|^|"Paid"
"SU-1000584"|^|"Net 30"|^|"United States of America"|^|"TX"|^|"Dallas"|^|"75312-1080"|^|""|^|""|^|"SUPPLIER_INVOICE_LINE-3-536831"|^|"2025-07-17-07:00"|^|"2"|^|"Each"|^|"PO-100037506 - Line 1"|^|""|^|"Western Governors University"|^|"WGU"|^|"Managed"|^|"Academics"|^|"1601 Nurse Practitioner"|^|"Medline Industries, Inc."|^|"PO-100037506"|^|"2025-05-29T16:30:25.581-07:00"|^|"Approved"|^|"Jamie Triplett (101956)"|^|"2025-07-11T12:05:26.946-07:00"|^|"2025-07-01-07:00"|^|"SI-1147362"|^|"2373215710"|^|"2025-06-02-07:00"|^|"No 11 Scalpels"|^|""|^|"Nursing Materials"|^|"27.82"|^|"0"|^|"0"|^|"0"|^|""|^|""|^|""|^|""|^|""|^|""|^|""|^|""|^|"2539.94"|^|"Paid"
"SU-1000584"|^|"Net 30"|^|"United States of America"|^|"TX"|^|"Dallas"|^|"75312-1080"|^|""|^|""|^|"SUPPLIER_INVOICE_LINE-3-536833"|^|"2025-07-17-07:00"|^|"1"|^|"Each"|^|"PO-100037506 - Line 21"|^|""|^|"Western Governors University"|^|"WGU"|^|"Managed"|^|"Academics"|^|"1601 Nurse Practitioner"|^|"Medline Industries, Inc."|^|"PO-100037506"|^|"2025-05-29T16:30:25.581-07:00"|^|"Approved"|^|"Jamie Triplett (101956)"|^|"2025-07-11T12:05:26.946-07:00"|^|"2025-07-01-07:00"|^|"SI-1147362"|^|"2373215710"|^|"2025-06-02-07:00"|^|"SKIN CLOSURE STRIPS: STERI-STRIP REINFORCED SKIN CLOSURE STRIPS, 1/8" X 3""|^|""|^|"Nursing Materials"|^|"278.44"|^|"0"|^|"0"|^|"0"|^|""|^|""|^|""|^|""|^|""|^|""|^|""|^|""|^|"2539.94"|^|"Paid"
"SU-1000584"|^|"Net 30"|^|"United States of America"|^|"TX"|^|"Dallas"|^|"75312-1080"|^|""|^|""|^|"SUPPLIER_INVOICE_LINE-3-536834"|^|"2025-07-17-07:00"|^|"1"|^|"Each"|^|"PO-100037506 - Line 20"|^|""|^|"Western Governors University"|^|"WGU"|^|"Managed"|^|"Academics"|^|"1601 Nurse Practitioner"|^|"Medline Industries, Inc."|^|"PO-100037506"|^|"2025-05-29T16:30:25.581-07:00"|^|"Approved"|^|"Jamie Triplett (101956)"|^|"2025-07-11T12:05:26.946-07:00"|^|"2025-07-01-07:00"|^|"SI-1147362"|^|"2373215710"|^|"2025-06-02-07:00"|^|"PETROLEUM JELLY: CURAD PETROLEUM JELLY, 5 G FOIL PACKET, 864/CASE"|^|""|^|"Nursing Materials"|^|"42.69"|^|"0"|^|"0"|^|"0"|^|""|^|""|^|""|^|""|^|""|^|""|^|""|^|""|^|"2539.94"|^|"Paid"
"SU-1000584"|^|"Net 30"|^|"United States of America"|^|"TX"|^|"Dallas"|^|"75312-1080"|^|""|^|""|^|"SUPPLIER_INVOICE_LINE-3-536835"|^|"2025-07-17-07:00"|^|"1"|^|"Each"|^|"PO-100037506 - Line 19"|^|""|^|"Western Governors University"|^|"WGU"|^|"Managed"|^|"Academics"|^|"1601 Nurse Practitioner"|^|"Medline Industries, Inc."|^|"PO-100037506"|^|"2025-05-29T16:30:25.581-07:00"|^|"Approved"|^|"Jamie Triplett (101956)"|^|"2025-07-11T12:05:26.946-07:00"|^|"2025-07-01-07:00"|^|"SI-1147362"|^|"2373215710"|^|"2025-06-02-07:00"|^|"SPONGES: GAUZE STERILE NONWOVEN 4-PLY SPONGES, 2" X 2", IN 2-PACKS"|^|""|^|"Nursing Materials"|^|"37.66"|^|"0"|^|"0"|^|"0"|^|""|^|""|^|""|^|""|^|""|^|""|^|""|^|""|^|"2539.94"|^|"Paid"
"SU-1000584"|^|"Net 30"|^|"United States of America"|^|"TX"|^|"Dallas"|^|"75312-1080"|^|""|^|""|^|"SUPPLIER_INVOICE_LINE-3-536838"|^|"2025-07-17-07:00"|^|"1"|^|"Each"|^|"PO-100037506 - Line 18"|^|""|^|"Western Governors University"|^|"WGU"|^|"Managed"|^|"Academics"|^|"1601 Nurse Practitioner"|^|"Medline Industries, Inc."|^|"PO-100037506"|^|"2025-05-29T16:30:25.581-07:00"|^|"Approved"|^|"Jamie Triplett (101956)"|^|"2025-07-11T12:05:26.946-07:00"|^|"2025-07-01-07:00"|^|"SI-1147362"|^|"2373215710"|^|"2025-06-02-07:00"|^|"WASHBASINS: RECTANGULAR WASHBASIN, 7.5 QT., GRAPHITE, 10"L X 13.5"W X 4.75"H"|^|""|^|"Nursing Materials"|^|"37.98"|^|"0"|^|"0"|^|"0"|^|""|^|""|^|""|^|""|^|""|^|""|^|""|^|""|^|"2539.94"|^|"Paid"
"SU-1000584"|^|"Net 30"|^|"United States of America"|^|"TX"|^|"Dallas"|^|"75312-1080"|^|""|^|""|^|"SUPPLIER_INVOICE_LINE-3-536841"|^|"2025-07-17-07:00"|^|"20"|^|"Each"|^|"PO-100037506 - Line 16"|^|""|^|"Western Governors University"|^|"WGU"|^|"Managed"|^|"Academics"|^|"1601 Nurse Practitioner"|^|"Medline Industries, Inc."|^|"PO-100037506"|^|"2025-05-29T16:30:25.581-07:00"|^|"Approved"|^|"Jamie Triplett (101956)"|^|"2025-07-11T12:05:26.946-07:00"|^|"2025-07-01-07:00"|^|"SI-1147362"|^|"2373215710"|^|"2025-06-02-07:00"|^|"IRRIGATION TRAYS: IRRIGATION TRAYS WITH 60 ML PISTON SYRINGE, ALCOHOL, TYVEK LID"|^|""|^|"Nursing Materials"|^|"558.8"|^|"0"|^|"0"|^|"0"|^|""|^|""|^|""|^|""|^|""|^|""|^|""|^|""|^|"2539.94"|^|"Paid"
"SU-1000584"|^|"Net 30"|^|"United States of America"|^|"TX"|^|"Dallas"|^|"75312-1080"|^|""|^|""|^|"SUPPLIER_INVOICE_LINE-3-537464"|^|"2025-07-17-07:00"|^|"20"|^|"Each"|^|"PO-100037506 - Line 33"|^|""|^|"Western Governors University"|^|"WGU"|^|"Managed"|^|"Academics"|^|"1601 Nurse Practitioner"|^|"Medline Industries, Inc."|^|"PO-100037506"|^|"2025-05-29T16:30:25.581-07:00"|^|"Approved"|^|"Jamie Triplett (101956)"|^|"2025-07-11T12:05:26.946-07:00"|^|"2025-07-01-07:00"|^|"SI-1147362"|^|"2373215710"|^|"2025-06-02-07:00"|^|"BANDAGES, ELASTIC: SOFT-WRAP STERILE ELASTIC BANDAGE, 3" X 5 YD."|^|""|^|"Nursing Materials"|^|"35.6"|^|"0"|^|"0"|^|"0"|^|""|^|""|^|""|^|""|^|""|^|""|^|""|^|""|^|"2539.94"|^|"Paid"
"SU-1000584"|^|"Net 30"|^|"United States of America"|^|"TX"|^|"Dallas"|^|"75312-1080"|^|""|^|""|^|"SUPPLIER_INVOICE_LINE-3-537466"|^|"2025-07-17-07:00"|^|"20"|^|"Each"|^|"PO-100037506 - Line 15"|^|""|^|"Western Governors University"|^|"WGU"|^|"Managed"|^|"Academics"|^|"1601 Nurse Practitioner"|^|"Medline Industries, Inc."|^|"PO-100037506"|^|"2025-05-29T16:30:25.581-07:00"|^|"Approved"|^|"Jamie Triplett (101956)"|^|"2025-07-11T12:05:40.930-07:00"|^|"2025-07-01-07:00"|^|"SI-1147330"|^|"2373215709"|^|"2025-06-02-07:00"|^|"SOLUTIONS: SWEET EASE NATURAL SOLUTION, 1 ML VIALS, 250/CASE"|^|""|^|"Nursing Materials"|^|"47"|^|"0"|^|"0"|^|"0"|^|""|^|""|^|""|^|""|^|""|^|""|^|""|^|""|^|"1947.11"|^|"Paid"
"SU-1000584"|^|"Net 30"|^|"United States of America"|^|"TX"|^|"Dallas"|^|"75312-1080"|^|""|^|""|^|"SUPPLIER_INVOICE_LINE-3-537469"|^|"2025-07-17-07:00"|^|"2"|^|"Each"|^|"PO-100037506 - Line 11"|^|""|^|"Western Governors University"|^|"WGU"|^|"Managed"|^|"Academics"|^|"1601 Nurse Practitioner"|^|"Medline Industries, Inc."|^|"PO-100037506"|^|"2025-05-29T16:30:25.581-07:00"|^|"Approved"|^|"Jamie Triplett (101956)"|^|"2025-07-11T12:05:40.930-07:00"|^|"2025-07-01-07:00"|^|"SI-1147330"|^|"2373215709"|^|"2025-06-02-07:00"|^|"Cast Shear"|^|""|^|"Nursing Materials"|^|"61.76"|^|"0"|^|"0"|^|"0"|^|""|^|""|^|""|^|""|^|""|^|""|^|""|^|""|^|"1947.11"|^|"Paid"
