Company|^|Reference ID Company|^|Verification Status|^|Verification Number|^|Verification Date|^|Accounting Date for Operational Transaction|^|Cost Center|^|Supplier|^|Trans Detail|^|Line Description|^|Spend Category|^|Purchase Order|^|Trans Status|^|Line Split|^|Line Amount|^|Supplier Contract
"Western Governors University"|^|"WGU"|^|"Approved"|^|"PC-10013149"|^|"2025-06-19-07:00"|^|"2025-07-01-07:00"|^|"1312 Strategic Partnerships"|^|""|^|"06/13/2025 AFCEA INTL 1,250.00 USD"|^|""|^|"Sponsorships"|^|""|^|"Approved"|^|"0"|^|"1250"|^|""
"Western Governors University"|^|"WGU"|^|"Approved"|^|"PC-10013149"|^|"2025-06-19-07:00"|^|"2025-07-01-07:00"|^|"1312 Strategic Partnerships"|^|""|^|"06/13/2025 AFCEA INTL 12,500.00 USD"|^|""|^|"Sponsorships"|^|""|^|"Approved"|^|"0"|^|"12500"|^|""
"Western Governors University"|^|"WGU"|^|"Approved"|^|"PC-10013149"|^|"2025-06-19-07:00"|^|"2025-07-01-07:00"|^|"1312 Strategic Partnerships"|^|""|^|"06/13/2025 NOVA 4,000.00 USD"|^|""|^|"Sponsorships"|^|""|^|"Approved"|^|"0"|^|"4000"|^|""
"Western Governors University"|^|"WGU"|^|"Approved"|^|"PC-10013149"|^|"2025-06-19-07:00"|^|"2025-07-01-07:00"|^|"1312 Strategic Partnerships"|^|""|^|"06/14/2025 MARINE CORPS ASSOCIA 4,277.50 USD"|^|""|^|"Sponsorships"|^|""|^|"Approved"|^|"0"|^|"4277.5"|^|""
"Western Governors University"|^|"WGU"|^|"Approved"|^|"PC-10013149"|^|"2025-06-19-07:00"|^|"2025-07-01-07:00"|^|"1312 Strategic Partnerships"|^|""|^|"06/13/2025 NGAUS WISCONSIN 2025 10,300.00 USD"|^|""|^|"Sponsorships"|^|""|^|"Approved"|^|"0"|^|"10300"|^|""
"Western Governors University"|^|"WGU"|^|"Approved"|^|"PC-10013149"|^|"2025-06-19-07:00"|^|"2025-07-01-07:00"|^|"1312 Strategic Partnerships"|^|""|^|"06/13/2025 NATIONAL GUARD ASSOC 5,000.00 USD"|^|""|^|"Sponsorships"|^|""|^|"Approved"|^|"0"|^|"5000"|^|""
"Western Governors University"|^|"WGU"|^|"Approved"|^|"PC-10013149"|^|"2025-06-19-07:00"|^|"2025-07-01-07:00"|^|"1312 Strategic Partnerships"|^|""|^|"06/12/2025 AFCEA INTL 6,100.00 USD"|^|""|^|"Seminar & Conference Fees"|^|""|^|"Approved"|^|"0"|^|"6100"|^|""
"Western Governors University"|^|"WGU"|^|"Approved"|^|"PC-10013149"|^|"2025-06-19-07:00"|^|"2025-07-01-07:00"|^|"1312 Strategic Partnerships"|^|""|^|"06/12/2025 AFCEA INTL 5,000.00 USD"|^|""|^|"Sponsorships"|^|""|^|"Approved"|^|"0"|^|"5000"|^|""
"Western Governors University"|^|"WGU"|^|"Approved"|^|"PC-10013149"|^|"2025-06-19-07:00"|^|"2025-07-01-07:00"|^|"1312 Strategic Partnerships"|^|""|^|"06/12/2025 AFCEA INTL 14,500.00 USD"|^|""|^|"Sponsorships"|^|""|^|"Approved"|^|"0"|^|"14500"|^|""
"WGU Corporation"|^|"WGUCORP"|^|"Approved"|^|"PC-10013168"|^|"2025-06-20-07:00"|^|"2025-07-01-07:00"|^|"1130 Administrative Clearing"|^|""|^|"06/10/2025 VETERANS AFFRS DMC 2,914.60 USD"|^|""|^|"Third-Party Refund Payment - BANNER ONLY USE"|^|""|^|"Approved"|^|"0"|^|"2914.6"|^|""
"WGU Corporation"|^|"WGUCORP"|^|"Approved"|^|"PC-10013168"|^|"2025-06-20-07:00"|^|"2025-07-01-07:00"|^|"1130 Administrative Clearing"|^|""|^|"06/10/2025 VETERANS AFFRS DMC 4,234.05 USD"|^|""|^|"Third-Party Refund Payment - BANNER ONLY USE"|^|""|^|"Approved"|^|"0"|^|"4234.05"|^|""
"WGU Corporation"|^|"WGUCORP"|^|"Approved"|^|"PC-10013168"|^|"2025-06-20-07:00"|^|"2025-07-01-07:00"|^|"1130 Administrative Clearing"|^|""|^|"06/10/2025 VETERANS AFFRS DMC 3,229.30 USD"|^|""|^|"Third-Party Refund Payment - BANNER ONLY USE"|^|""|^|"Approved"|^|"0"|^|"3229.3"|^|""
"WGU Corporation"|^|"WGUCORP"|^|"Approved"|^|"PC-10013168"|^|"2025-06-20-07:00"|^|"2025-07-01-07:00"|^|"1130 Administrative Clearing"|^|""|^|"06/10/2025 VETERANS AFFRS DMC 624.91 USD"|^|""|^|"Third-Party Refund Payment - BANNER ONLY USE"|^|""|^|"Approved"|^|"0"|^|"624.91"|^|""
"WGU Corporation"|^|"WGUCORP"|^|"Approved"|^|"PC-10013168"|^|"2025-06-20-07:00"|^|"2025-07-01-07:00"|^|"1130 Administrative Clearing"|^|""|^|"06/10/2025 VETERANS AFFRS DMC 2,820.70 USD"|^|""|^|"Third-Party Refund Payment - BANNER ONLY USE"|^|""|^|"Approved"|^|"0"|^|"2820.7"|^|""
"WGU Corporation"|^|"WGUCORP"|^|"Approved"|^|"PC-10013168"|^|"2025-06-20-07:00"|^|"2025-07-01-07:00"|^|"1130 Administrative Clearing"|^|""|^|"06/10/2025 VETERANS AFFRS DMC 1,059.53 USD"|^|""|^|"Third-Party Refund Payment - BANNER ONLY USE"|^|""|^|"Approved"|^|"0"|^|"1059.53"|^|""
"WGU Corporation"|^|"WGUCORP"|^|"Approved"|^|"PC-10013168"|^|"2025-06-20-07:00"|^|"2025-07-01-07:00"|^|"1130 Administrative Clearing"|^|""|^|"06/10/2025 VETERANS AFFRS DMC 291.42 USD"|^|""|^|"Third-Party Refund Payment - BANNER ONLY USE"|^|""|^|"Approved"|^|"0"|^|"291.42"|^|""
"WGU Corporation"|^|"WGUCORP"|^|"Approved"|^|"PC-10013168"|^|"2025-06-20-07:00"|^|"2025-07-01-07:00"|^|"1130 Administrative Clearing"|^|""|^|"06/10/2025 VETERANS AFFRS DMC 110.11 USD"|^|""|^|"Third-Party Refund Payment - BANNER ONLY USE"|^|""|^|"Approved"|^|"0"|^|"110.11"|^|""
"WGU Corporation"|^|"WGUCORP"|^|"Approved"|^|"PC-10013168"|^|"2025-06-20-07:00"|^|"2025-07-01-07:00"|^|"1130 Administrative Clearing"|^|""|^|"06/10/2025 VETERANS AFFRS DMC 3,041.11 USD"|^|""|^|"Third-Party Refund Payment - BANNER ONLY USE"|^|""|^|"Approved"|^|"0"|^|"3041.11"|^|""
"WGU Corporation"|^|"WGUCORP"|^|"Approved"|^|"PC-10013168"|^|"2025-06-20-07:00"|^|"2025-07-01-07:00"|^|"1130 Administrative Clearing"|^|""|^|"06/10/2025 VETERANS AFFRS DMC 1,877.50 USD"|^|""|^|"Third-Party Refund Payment - BANNER ONLY USE"|^|""|^|"Approved"|^|"0"|^|"1877.5"|^|""
"WGU Corporation"|^|"WGUCORP"|^|"Approved"|^|"PC-10013168"|^|"2025-06-20-07:00"|^|"2025-07-01-07:00"|^|"1130 Administrative Clearing"|^|""|^|"06/10/2025 VETERANS AFFRS DMC 1,406.22 USD"|^|""|^|"Third-Party Refund Payment - BANNER ONLY USE"|^|""|^|"Approved"|^|"0"|^|"1406.22"|^|""
"WGU Corporation"|^|"WGUCORP"|^|"Approved"|^|"PC-10013168"|^|"2025-06-20-07:00"|^|"2025-07-01-07:00"|^|"1130 Administrative Clearing"|^|""|^|"06/10/2025 VETERANS AFFRS DMC 1,101.11 USD"|^|""|^|"Third-Party Refund Payment - BANNER ONLY USE"|^|""|^|"Approved"|^|"0"|^|"1101.11"|^|""
"WGU Corporation"|^|"WGUCORP"|^|"Approved"|^|"PC-10013168"|^|"2025-06-20-07:00"|^|"2025-07-01-07:00"|^|"1130 Administrative Clearing"|^|""|^|"06/10/2025 VETERANS AFFRS DMC 944.81 USD"|^|""|^|"Third-Party Refund Payment - BANNER ONLY USE"|^|""|^|"Approved"|^|"0"|^|"944.81"|^|""
"WGU Corporation"|^|"WGUCORP"|^|"Approved"|^|"PC-10013168"|^|"2025-06-20-07:00"|^|"2025-07-01-07:00"|^|"1130 Administrative Clearing"|^|""|^|"06/10/2025 VETERANS AFFRS DMC 1,494.67 USD"|^|""|^|"Third-Party Refund Payment - BANNER ONLY USE"|^|""|^|"Approved"|^|"0"|^|"1494.67"|^|""
"WGU Corporation"|^|"WGUCORP"|^|"Approved"|^|"PC-10013168"|^|"2025-06-20-07:00"|^|"2025-07-01-07:00"|^|"1130 Administrative Clearing"|^|""|^|"06/10/2025 VETERANS AFFRS DMC 1,919.03 USD"|^|""|^|"Third-Party Refund Payment - BANNER ONLY USE"|^|""|^|"Approved"|^|"0"|^|"1919.03"|^|""
"WGU Corporation"|^|"WGUCORP"|^|"Approved"|^|"PC-10013168"|^|"2025-06-20-07:00"|^|"2025-07-01-07:00"|^|"1130 Administrative Clearing"|^|""|^|"06/10/2025 VETERANS AFFRS DMC 1,348.05 USD"|^|""|^|"Third-Party Refund Payment - BANNER ONLY USE"|^|""|^|"Approved"|^|"0"|^|"1348.05"|^|""
"WGU Corporation"|^|"WGUCORP"|^|"Approved"|^|"PC-10013168"|^|"2025-06-20-07:00"|^|"2025-07-01-07:00"|^|"1130 Administrative Clearing"|^|""|^|"06/10/2025 VETERANS AFFRS DMC 679.42 USD"|^|""|^|"Third-Party Refund Payment - BANNER ONLY USE"|^|""|^|"Approved"|^|"0"|^|"679.42"|^|""
"WGU Corporation"|^|"WGUCORP"|^|"Approved"|^|"PC-10013168"|^|"2025-06-20-07:00"|^|"2025-07-01-07:00"|^|"1130 Administrative Clearing"|^|""|^|"06/10/2025 VETERANS AFFRS DMC 1,211.36 USD"|^|""|^|"Third-Party Refund Payment - BANNER ONLY USE"|^|""|^|"Approved"|^|"0"|^|"1211.36"|^|""
"WGU Corporation"|^|"WGUCORP"|^|"Approved"|^|"PC-10013168"|^|"2025-06-20-07:00"|^|"2025-07-01-07:00"|^|"1130 Administrative Clearing"|^|""|^|"06/10/2025 VETERANS AFFRS DMC 2,269.80 USD"|^|""|^|"Third-Party Refund Payment - BANNER ONLY USE"|^|""|^|"Approved"|^|"0"|^|"2269.8"|^|""
"WGU Corporation"|^|"WGUCORP"|^|"Approved"|^|"PC-10013168"|^|"2025-06-20-07:00"|^|"2025-07-01-07:00"|^|"1130 Administrative Clearing"|^|""|^|"06/10/2025 VETERANS AFFRS DMC 1,748.50 USD"|^|""|^|"Third-Party Refund Payment - BANNER ONLY USE"|^|""|^|"Approved"|^|"0"|^|"1748.5"|^|""
"WGU Corporation"|^|"WGUCORP"|^|"Approved"|^|"PC-10013168"|^|"2025-06-20-07:00"|^|"2025-07-01-07:00"|^|"1130 Administrative Clearing"|^|""|^|"06/10/2025 VETERANS AFFRS DMC 2,675.67 USD"|^|""|^|"Third-Party Refund Payment - BANNER ONLY USE"|^|""|^|"Approved"|^|"0"|^|"2675.67"|^|""
"WGU Corporation"|^|"WGUCORP"|^|"Approved"|^|"PC-10013168"|^|"2025-06-20-07:00"|^|"2025-07-01-07:00"|^|"1130 Administrative Clearing"|^|""|^|"06/10/2025 VETERANS AFFRS DMC 142.02 USD"|^|""|^|"Third-Party Refund Payment - BANNER ONLY USE"|^|""|^|"Approved"|^|"0"|^|"142.02"|^|""
"WGU Corporation"|^|"WGUCORP"|^|"Approved"|^|"PC-10013168"|^|"2025-06-20-07:00"|^|"2025-07-01-07:00"|^|"1130 Administrative Clearing"|^|""|^|"06/10/2025 VETERANS AFFRS DMC 1,014.44 USD"|^|""|^|"Third-Party Refund Payment - BANNER ONLY USE"|^|""|^|"Approved"|^|"0"|^|"1014.44"|^|""
"WGU Corporation"|^|"WGUCORP"|^|"Approved"|^|"PC-10013168"|^|"2025-06-20-07:00"|^|"2025-07-01-07:00"|^|"1130 Administrative Clearing"|^|""|^|"06/10/2025 VETERANS AFFRS DMC 785.00 USD"|^|""|^|"Third-Party Refund Payment - BANNER ONLY USE"|^|""|^|"Approved"|^|"0"|^|"785"|^|""
"WGU Corporation"|^|"WGUCORP"|^|"Approved"|^|"PC-10013168"|^|"2025-06-20-07:00"|^|"2025-07-01-07:00"|^|"1130 Administrative Clearing"|^|"Department of Veterans Affairs"|^|"06/13/2025 VETERANS AFFRS DMC 144.17 USD"|^|"Streamlining process of reconciling P card for Military refunds."|^|"Third-Party Refund Payment - BANNER ONLY USE"|^|"PO-100030213"|^|"Approved"|^|"0"|^|"144.17"|^|""
"WGU Corporation"|^|"WGUCORP"|^|"Approved"|^|"PC-10013168"|^|"2025-06-20-07:00"|^|"2025-07-01-07:00"|^|"1130 Administrative Clearing"|^|"Department of Veterans Affairs"|^|"06/13/2025 VETERANS AFFRS DMC 53.94 USD"|^|"Streamlining process of reconciling P card for Military refunds."|^|"Third-Party Refund Payment - BANNER ONLY USE"|^|"PO-100030213"|^|"Approved"|^|"0"|^|"53.94"|^|""
"WGU Corporation"|^|"WGUCORP"|^|"Approved"|^|"PC-10013168"|^|"2025-06-20-07:00"|^|"2025-07-01-07:00"|^|"1130 Administrative Clearing"|^|"Department of Veterans Affairs"|^|"06/13/2025 VETERANS AFFRS DMC 261.67 USD"|^|"Streamlining process of reconciling P card for Military refunds."|^|"Third-Party Refund Payment - BANNER ONLY USE"|^|"PO-100030213"|^|"Approved"|^|"0"|^|"261.67"|^|""
"WGU Corporation"|^|"WGUCORP"|^|"Approved"|^|"PC-10013168"|^|"2025-06-20-07:00"|^|"2025-07-01-07:00"|^|"1130 Administrative Clearing"|^|"Department of Veterans Affairs"|^|"06/13/2025 VETERANS AFFRS DMC 23.81 USD"|^|"Streamlining process of reconciling P card for Military refunds."|^|"Third-Party Refund Payment - BANNER ONLY USE"|^|"PO-100030213"|^|"Approved"|^|"0"|^|"23.81"|^|""
"WGU Corporation"|^|"WGUCORP"|^|"Approved"|^|"PC-10013168"|^|"2025-06-20-07:00"|^|"2025-07-01-07:00"|^|"1130 Administrative Clearing"|^|"Department of Veterans Affairs"|^|"06/13/2025 VETERANS AFFRS DMC 1,129.31 USD"|^|"Streamlining process of reconciling P card for Military refunds."|^|"Third-Party Refund Payment - BANNER ONLY USE"|^|"PO-100030213"|^|"Approved"|^|"0"|^|"1129.31"|^|""
"WGU Corporation"|^|"WGUCORP"|^|"Approved"|^|"PC-10013168"|^|"2025-06-20-07:00"|^|"2025-07-01-07:00"|^|"1130 Administrative Clearing"|^|"Department of Veterans Affairs"|^|"06/13/2025 VETERANS AFFRS DMC 142.83 USD"|^|"Streamlining process of reconciling P card for Military refunds."|^|"Third-Party Refund Payment - BANNER ONLY USE"|^|"PO-100030213"|^|"Approved"|^|"0"|^|"142.83"|^|""
"WGU Corporation"|^|"WGUCORP"|^|"Approved"|^|"PC-10013168"|^|"2025-06-20-07:00"|^|"2025-07-01-07:00"|^|"1130 Administrative Clearing"|^|"Department of Veterans Affairs"|^|"06/13/2025 VETERANS AFFRS DMC 976.03 USD"|^|"Streamlining process of reconciling P card for Military refunds."|^|"Third-Party Refund Payment - BANNER ONLY USE"|^|"PO-100030213"|^|"Approved"|^|"0"|^|"976.03"|^|""
"WGU Corporation"|^|"WGUCORP"|^|"Approved"|^|"PC-10013168"|^|"2025-06-20-07:00"|^|"2025-07-01-07:00"|^|"1130 Administrative Clearing"|^|"Department of Veterans Affairs"|^|"06/13/2025 VETERANS AFFRS DMC 1,146.20 USD"|^|"Streamlining process of reconciling P card for Military refunds."|^|"Third-Party Refund Payment - BANNER ONLY USE"|^|"PO-100030213"|^|"Approved"|^|"0"|^|"1146.2"|^|""
"WGU Corporation"|^|"WGUCORP"|^|"Approved"|^|"PC-10013168"|^|"2025-06-20-07:00"|^|"2025-07-01-07:00"|^|"1130 Administrative Clearing"|^|"Department of Veterans Affairs"|^|"06/13/2025 VETERANS AFFRS DMC 2,706.30 USD"|^|"Streamlining process of reconciling P card for Military refunds."|^|"Third-Party Refund Payment - BANNER ONLY USE"|^|"PO-100030213"|^|"Approved"|^|"0"|^|"2706.3"|^|""
"WGU Corporation"|^|"WGUCORP"|^|"Approved"|^|"PC-10013168"|^|"2025-06-20-07:00"|^|"2025-07-01-07:00"|^|"1130 Administrative Clearing"|^|"Department of Veterans Affairs"|^|"06/13/2025 CORP FOR NAT L COMM 1,977.50 USD"|^|"Streamlining process of reconciling P card for Military refunds."|^|"Third-Party Refund Payment - BANNER ONLY USE"|^|"PO-100030213"|^|"Approved"|^|"0"|^|"1977.5"|^|""
"WGU Corporation"|^|"WGUCORP"|^|"Approved"|^|"PC-10013168"|^|"2025-06-20-07:00"|^|"2025-07-01-07:00"|^|"1130 Administrative Clearing"|^|"Department of Veterans Affairs"|^|"06/13/2025 CORP FOR NAT L COMM 3,447.50 USD"|^|"Streamlining process of reconciling P card for Military refunds."|^|"Third-Party Refund Payment - BANNER ONLY USE"|^|"PO-100030213"|^|"Approved"|^|"0"|^|"3447.5"|^|""
"WGU Corporation"|^|"WGUCORP"|^|"Approved"|^|"PC-10013168"|^|"2025-06-20-07:00"|^|"2025-07-01-07:00"|^|"1130 Administrative Clearing"|^|"Department of Veterans Affairs"|^|"06/16/2025 VETERANS AFFRS DMC 2,284.94 USD"|^|"Streamlining process of reconciling P card for Military refunds."|^|"Third-Party Refund Payment - BANNER ONLY USE"|^|"PO-100030213"|^|"Approved"|^|"0"|^|"2284.94"|^|""
"WGU Corporation"|^|"WGUCORP"|^|"Approved"|^|"PC-10013168"|^|"2025-06-20-07:00"|^|"2025-07-01-07:00"|^|"1130 Administrative Clearing"|^|"Department of Veterans Affairs"|^|"06/16/2025 VETERANS AFFRS DMC 153.00 USD"|^|"Streamlining process of reconciling P card for Military refunds."|^|"Third-Party Refund Payment - BANNER ONLY USE"|^|"PO-100030213"|^|"Approved"|^|"0"|^|"153"|^|""
"WGU Corporation"|^|"WGUCORP"|^|"Approved"|^|"PC-10013168"|^|"2025-06-20-07:00"|^|"2025-07-01-07:00"|^|"1130 Administrative Clearing"|^|"Department of Veterans Affairs"|^|"06/16/2025 VETERANS AFFRS DMC 1,016.90 USD"|^|"Streamlining process of reconciling P card for Military refunds."|^|"Third-Party Refund Payment - BANNER ONLY USE"|^|"PO-100030213"|^|"Approved"|^|"0"|^|"1016.9"|^|""
"WGU Corporation"|^|"WGUCORP"|^|"Approved"|^|"PC-10013168"|^|"2025-06-20-07:00"|^|"2025-07-01-07:00"|^|"1130 Administrative Clearing"|^|"Department of Veterans Affairs"|^|"06/16/2025 VETERANS AFFRS DMC 710.32 USD"|^|"Streamlining process of reconciling P card for Military refunds."|^|"Third-Party Refund Payment - BANNER ONLY USE"|^|"PO-100030213"|^|"Approved"|^|"0"|^|"710.32"|^|""
"WGU Corporation"|^|"WGUCORP"|^|"Approved"|^|"PC-10013168"|^|"2025-06-20-07:00"|^|"2025-07-01-07:00"|^|"1130 Administrative Clearing"|^|"Department of Veterans Affairs"|^|"06/16/2025 VETERANS AFFRS DMC 2,011.50 USD"|^|"Streamlining process of reconciling P card for Military refunds."|^|"Third-Party Refund Payment - BANNER ONLY USE"|^|"PO-100030213"|^|"Approved"|^|"0"|^|"2011.5"|^|""
"WGU Corporation"|^|"WGUCORP"|^|"Approved"|^|"PC-10013168"|^|"2025-06-20-07:00"|^|"2025-07-01-07:00"|^|"1130 Administrative Clearing"|^|"Department of Veterans Affairs"|^|"06/16/2025 VETERANS AFFRS DMC 2,793.60 USD"|^|"Streamlining process of reconciling P card for Military refunds."|^|"Third-Party Refund Payment - BANNER ONLY USE"|^|"PO-100030213"|^|"Approved"|^|"0"|^|"2793.6"|^|""
"WGU Corporation"|^|"WGUCORP"|^|"Approved"|^|"PC-10013168"|^|"2025-06-20-07:00"|^|"2025-07-01-07:00"|^|"1130 Administrative Clearing"|^|"Department of Veterans Affairs"|^|"06/16/2025 VETERANS AFFRS DMC 1,121.89 USD"|^|"Streamlining process of reconciling P card for Military refunds."|^|"Third-Party Refund Payment - BANNER ONLY USE"|^|"PO-100030213"|^|"Approved"|^|"0"|^|"1121.89"|^|""
"WGU Corporation"|^|"WGUCORP"|^|"Approved"|^|"PC-10013168"|^|"2025-06-20-07:00"|^|"2025-07-01-07:00"|^|"1130 Administrative Clearing"|^|"Department of Veterans Affairs"|^|"06/16/2025 VETERANS AFFRS DMC 1,695.65 USD"|^|"Streamlining process of reconciling P card for Military refunds."|^|"Third-Party Refund Payment - BANNER ONLY USE"|^|"PO-100030213"|^|"Approved"|^|"0"|^|"1695.65"|^|""
"WGU Corporation"|^|"WGUCORP"|^|"Approved"|^|"PC-10013168"|^|"2025-06-20-07:00"|^|"2025-07-01-07:00"|^|"1130 Administrative Clearing"|^|"Department of Veterans Affairs"|^|"06/16/2025 VETERANS AFFRS DMC 1,193.11 USD"|^|"Streamlining process of reconciling P card for Military refunds."|^|"Third-Party Refund Payment - BANNER ONLY USE"|^|"PO-100030213"|^|"Approved"|^|"0"|^|"1193.11"|^|""
"WGU Corporation"|^|"WGUCORP"|^|"Approved"|^|"PC-10013168"|^|"2025-06-20-07:00"|^|"2025-07-01-07:00"|^|"1130 Administrative Clearing"|^|"Department of Veterans Affairs"|^|"06/16/2025 VETERANS AFFRS DMC 1,062.84 USD"|^|"Streamlining process of reconciling P card for Military refunds."|^|"Third-Party Refund Payment - BANNER ONLY USE"|^|"PO-100030213"|^|"Approved"|^|"0"|^|"1062.84"|^|""
"WGU Corporation"|^|"WGUCORP"|^|"Approved"|^|"PC-10013168"|^|"2025-06-20-07:00"|^|"2025-07-01-07:00"|^|"1130 Administrative Clearing"|^|"Department of Veterans Affairs"|^|"06/16/2025 VETERANS AFFRS DMC 1,061.57 USD"|^|"Streamlining process of reconciling P card for Military refunds."|^|"Third-Party Refund Payment - BANNER ONLY USE"|^|"PO-100030213"|^|"Approved"|^|"0"|^|"1061.57"|^|""
